maintenance_task_id,brand,model,variant,year_from,year_to,market,canonical_task_code,task_name_original,task_name_en,task_name_tr,component_group,action,first_due_km,repeat_every_km,first_due_months,repeat_every_months,due_km_min,due_km_max,condition,is_periodic,is_safety_critical,usage_condition,inferred_pattern,source_id,source_page,source_table,evidence,confidence,notes
MT_KTM_390DUKE_21,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,LIGHTS,Check the headlight setting.,Headlight setting check,Far ayari kontrolu,LIGHTS,INSPECT,10000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,63,SERVICE SCHEDULE - Service work,"""Check the headlight setting."" (every 10,000 km / 12 months)",HIGH,
MT_CFMOTO_250NK_01,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,ENGINE_OIL,Engine oil#,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,500,3000,UNKNOWN,6,UNKNOWN,UNKNOWN,Service more frequently in severe/dusty conditions.,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,57,Periodic replacement,"""Engine oil#  6 months  Every 3000km (first time:500km)""",HIGH,
MT_CFMOTO_250NK_02,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,ENGINE_OIL_FILTER,Oil filter,Engine oil filter replacement,Yag filtresi degisimi,ENGINE_OIL_FILTER,REPLACE,UNKNOWN,5000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,57,Periodic replacement,"""Oil filter  6 months  Every 5000km""",HIGH,
MT_CFMOTO_250NK_03,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,AIR_FILTER,Air cleaner element - clean,Air cleaner element cleaning,Hava filtresi temizligi,AIR_FILTER,CLEAN,5000,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Service more frequently in dusty/wet/muddy conditions.,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,53,Periodic Inspection (Engine),"""Air cleaner element-clean"" marked at 5/10/15/20/25/30 (x1000 km)",HIGH,
MT_CFMOTO_250NK_04,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,AIR_FILTER,Air filter element#,Air filter element replacement,Hava filtresi degisimi,AIR_FILTER,REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,57,Periodic replacement,"""Air filter element#  2 years""",HIGH,Time trigger explicit; km column not machine-readable.
MT_CFMOTO_250NK_05,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,SPARK_PLUG,Spark plug,Spark plug replacement,Buji degisimi,SPARK_PLUG,REPLACE,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_CFMOTO_250NK_OM,57,Periodic replacement,"""Spark plug"" marked with multiple dots on the replacement-table grid 1/5/10/15/20 (x1000 km)",LOW,"Replacement interval read as ~every 10,000 km; exact columns not machine-readable -> partial gap. Check manual p68."
MT_CFMOTO_250NK_06,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,VALVE_CLEARANCE,Valve clearance - inspect,Valve clearance inspection,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,40000,40000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,53,Periodic Inspection (Engine),"""Valve clearance-inspect  40000km""",HIGH,
MT_CFMOTO_250NK_07,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,COOLANT,Coolant level - inspect,Coolant level inspection,Sogutma sivisi seviye kontrolu,COOLANT,INSPECT,UNKNOWN,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_CFMOTO_250NK_OM,53,Periodic Inspection (Engine),"""Coolant level-inspect"" / ""Coolant leak-inspect  1 year"" (alternating marks on the grid ~ every 10,000 km)",MEDIUM,
MT_CFMOTO_250NK_08,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,COOLANT,Coolant,Coolant change,Sogutma sivisi degisimi,COOLANT,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,57,Periodic replacement,"""Coolant  2 years"" / ""Radiator , water hoses  2 years""",HIGH,
MT_CFMOTO_250NK_09,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,THROTTLE,Throttle body - clean,Throttle body cleaning,Gaz kelebegi govdesi temizligi,THROTTLE,CLEAN,5000,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,53,Periodic Inspection (Engine),"""Throttle body-clean"" marked at 5/10/15/20/25/30 (x1000 km)",HIGH,
MT_CFMOTO_250NK_10,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,THROTTLE,Throttle system - inspect,Throttle free-play & smooth-return inspection,Gaz kolu bosluk kontrolu,THROTTLE,INSPECT,UNKNOWN,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_CFMOTO_250NK_OM,53,Periodic Inspection (Engine),"""Throttle system (clearance, smooth return)-inspect  1 year"" (alternate-column marks)",MEDIUM,
MT_CFMOTO_250NK_11,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,FUEL_SYSTEM,Fuel leak / fuel hoses - inspect,Fuel hose & leak inspection,Yakit hortumu ve kacak kontrolu,FUEL_LINE,INSPECT,UNKNOWN,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,1,NORMAL,true,SRC_CFMOTO_250NK_OM,53,Periodic Inspection (Engine),"""Fuel leak (fuel hose and pipe)-inspect  1 year"" / ""Fuel hoses damage-inspect"" / ""Fuel hoses installation-inspect""",MEDIUM,
MT_CFMOTO_250NK_12,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,FUEL_SYSTEM,Fuel hoses,Fuel hose replacement,Yakit hortumu degisimi,FUEL_LINE,REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,48,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_CFMOTO_250NK_OM,57,Periodic replacement,"""Fuel hoses  4 years""",HIGH,
MT_CFMOTO_250NK_13,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,CLUTCH,Clutch operation - inspect,Clutch operation inspection,Debriyaj calisma kontrolu,CLUTCH,INSPECT,1000,5000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_CFMOTO_250NK_OM,54,Periodic Inspection (Chassis),"""Clutch operation (clearance, engagement, disengagement)-inspect  1 year"" marked at every column 1..30",HIGH,
MT_CFMOTO_250NK_14,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,DRIVE_CHAIN,Drive chain lubrication condition - inspect#,Drive chain lubrication / slack,Zincir yaglama ve gerginlik,DRIVE_CHAIN,LUBRICATE,600,600,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,More often in severe conditions.,1,1,NORMAL,false,SRC_CFMOTO_250NK_OM,54,Periodic Inspection (Chassis),"""Drive chain lubrication condition-inspect  #  600km"" / ""Drive chain slack-inspect  #  1000km""",HIGH,
MT_CFMOTO_250NK_15,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,DRIVE_CHAIN,Drive chain wear - inspect#,Drive chain wear inspection,Zincir asinma kontrolu,DRIVE_CHAIN,INSPECT,UNKNOWN,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,true,SRC_CFMOTO_250NK_OM,54,Periodic Inspection (Chassis),"""Drive chain wear-inspect  #"" marked at 15/20/25/30 (x1000 km)",MEDIUM,
MT_CFMOTO_250NK_16,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,BRAKE_FLUID,Brake fluid level - inspect,Brake fluid level inspection,Fren hidroligi seviye kontrolu,BRAKE_FLUID,INSPECT,1000,5000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_CFMOTO_250NK_OM,55,Periodic Inspection (Chassis),"""Brake fluid level-inspect  6 months"" marked at every column 1..30",HIGH,
MT_CFMOTO_250NK_17,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,BRAKE_FLUID,Brake fluid (front/rear),Brake fluid change,Fren hidroligi degisimi,BRAKE_FLUID,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_CFMOTO_250NK_OM,57,Periodic replacement,"""Brake fluid (front/rear)  2 years"" / ""Brake fluid hoses and pipe  4 years"" / ""Rubber parts of master cylinder  4 years""",HIGH,
MT_CFMOTO_250NK_18,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,BRAKE_PADS,Brake pad wear - inspect#,Brake pad wear inspection,Fren balata asinma kontrolu,BRAKE_PADS,INSPECT,5000,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_CFMOTO_250NK_OM,55,Periodic Inspection (Chassis),"""Brake pad wear-inspect  #"" marked at 5/10/15/20/25/30 (x1000 km)",HIGH,
MT_CFMOTO_250NK_19,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,FRONT_BRAKE,Brake operation / brake hoses - inspect,Brake operation & hose inspection,Fren calisma ve hortum kontrolu,BRAKE_SYSTEM,INSPECT,1000,5000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_CFMOTO_250NK_OM,55,Periodic Inspection (Chassis),"""Brake operation (effectiveness, clearance, drag)-inspect  1 year"" / ""Brake hoses and pipe damage-inspect  1 year"" (every column)",HIGH,
MT_CFMOTO_250NK_20,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,SUSPENSION,Front forks/rear shock absorber - inspect,Fork & shock inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,UNKNOWN,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_CFMOTO_250NK_OM,55,Periodic Inspection (Chassis),"""Front forks/rear shock absorber operation (damping and smooth stroke)-inspect"" / ""... oil leak-inspect  1 year"" marked at 15/20/25/30",MEDIUM,
MT_CFMOTO_250NK_21,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,STEERING,Steering play - inspect / stem bearings - lubricate,Steering play inspection & stem bearing lubrication,Direksiyon bosluk kontrolu / rulman yaglama,STEERING,INSPECT,UNKNOWN,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_CFMOTO_250NK_OM,56,Periodic Inspection (Chassis),"""steering play-inspect  1 year""; ""steering stem bearings-lubricate  2 years""",MEDIUM,
MT_CFMOTO_250NK_22,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,TYRES,Tire air pressure / wheel & tyre damage - inspect,Tyre pressure & condition inspection,Lastik basinci ve durum kontrolu,TYRES,INSPECT,UNKNOWN,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,1,NORMAL,true,SRC_CFMOTO_250NK_OM,54,Periodic Inspection (Chassis),"""Tire air pressure-inspect  1 year"" / ""Wheel/tires damage-inspect"" / ""Tire tread wear, abnormal wear-inspect""",MEDIUM,
MT_CFMOTO_250NK_23,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,FASTENERS,Bolts and nuts torque - inspect,Bolts & nuts torque inspection,Civata ve somun tork kontrolu,FASTENERS,TIGHTEN,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_CFMOTO_250NK_OM,56,Periodic Inspection (Chassis),"""Bolts and nuts torque-inspect  1 year""",MEDIUM,
MT_CFMOTO_250NK_24,CFMOTO,250NK,CF250-A,UNKNOWN,UNKNOWN,GLOBAL,GENERAL_INSPECTION,Chassis parts / footrest - lubricate; lights & switches - inspect,Chassis lubrication + lights/switches check,Sase yaglama + aydinlatma kontrolu,GENERAL_INSPECTION,LUBRICATE,UNKNOWN,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_CFMOTO_250NK_OM,55-56,Periodic Inspection (Chassis),"""Footrest-lubricate""; ""Chassis parts-lubricate  1 year""; ""Lights and switches operation-inspect  1 year""; ""Headlight aiming-inspect  1 year""",MEDIUM,
MT_BAJAJ_NS125_01,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL,Engine oil (Bajaj DTSI 10000 oil),Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,750,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,23,Recommended frequency - Service interval & Kms,"""Engine oil replacement frequency : 1st service & then every 10,000 Km.""",HIGH,
MT_BAJAJ_NS125_02,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL,Engine oil level top-up,Engine oil top-up,Motor yagi tamamlama,ENGINE_OIL,TOP_UP,5000,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,23,Recommended frequency - Service interval & Kms,"""Engine oil level top-up frequency : Every 5000 km.""",HIGH,
MT_BAJAJ_NS125_03,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL_FILTER,Engine oil Filter,Engine oil filter replacement,Yag filtresi degisimi,ENGINE_OIL_FILTER,REPLACE,750,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,31,Recommended frequency - Service interval & Kms,"""Replace oil filter in 1st service & at every 10000 Kms.""",HIGH,
MT_BAJAJ_NS125_04,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,AIR_FILTER,Air cleaner element (viscous filter),Air filter element replacement,Hava filtresi degisimi,AIR_FILTER,REPLACE,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,31,Recommended frequency - Service interval & Kms,"""Replace viscous filter at every 20,000 kms""",HIGH,
MT_BAJAJ_NS125_05,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL,Oil strainer,Engine oil strainer cleaning,Yag suzgeci temizligi,OIL_STRAINER,CLEAN,UNKNOWN,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_BAJAJ_NS125_OM_BS6,31,Recommended frequency - Service interval & Kms,"""Oil strainer cleaning at the time of oil change."" (oil change = every 10,000 km)",HIGH,
MT_BAJAJ_NS125_06,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,SPARK_PLUG,Spark plug clean & check gap,Spark plug clean & gap check,Buji temizlik ve trnak kontrolu,SPARK_PLUG,CLEAN,5000,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_BAJAJ_NS125_OM_BS6,30,Recommended frequency - Service interval & Kms,"""Spark plug clean & check gap"" (CL code at service columns; every ~5000 km)",MEDIUM,Replace interval not machine-readable from the PDF schedule cells -> research gap.
MT_BAJAJ_NS125_07,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,VALVE_CLEARANCE,Valve tappet clearance,Valve tappet clearance check & adjust,Supap tappet boslugu kontrol/ayar,VALVE_CLEARANCE,ADJUST,UNKNOWN,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_BAJAJ_NS125_OM_BS6,30,Recommended frequency - Service interval & Kms,"""Valve tappet clearance"" - C,A codes recur across the service grid (~every 10,000 km)",MEDIUM,Exact km column not machine-readable from the PDF cells.
MT_BAJAJ_NS125_08,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,DRIVE_CHAIN,Customer chain lube,Drive chain lubrication (rider interval),Zincir yaglama (kullanici araligi),DRIVE_CHAIN,LUBRICATE,500,500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,33,Recommended frequency - Service interval & Kms,"""Customer to use OKS chain lub spray at every 500 kms""",HIGH,
MT_BAJAJ_NS125_09,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,DRIVE_CHAIN,"sealed Drive chain wear - Clean, Lubricate & adjust",Drive chain clean/lubricate/adjust (at service),Zincir temizlik/yaglama/ayar (serviste),DRIVE_CHAIN,ADJUST,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Replace if worn.,1,1,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,32,Recommended frequency - Service interval & Kms,"""sealed Drive chain wear**- Clean, Lubricate & adjust. Replace if required"" (at every service)",HIGH,
MT_BAJAJ_NS125_10,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,BRAKE_FLUID,DOT 4 brake oil - check & top up,Brake fluid (DOT 4) inspection / top-up,Fren hidroligi kontrol/tamamlama,BRAKE_FLUID,TOP_UP,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,35,Recommended frequency - Service interval & Kms,"""Check & Top up DOT 4 brake oil in every service.""",HIGH,
MT_BAJAJ_NS125_11,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,BRAKE_FLUID,DOT 4 brake oil & Master/Caliper seals,Brake fluid (DOT 4) replacement,Fren hidroligi (DOT4) degisimi,BRAKE_FLUID,DRAIN_REPLACE,30000,30000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,35,Recommended frequency - Service interval & Kms,"""Replace DOT 4 brake oil & Master / Caliper seals at every 30000kms""",HIGH,
MT_BAJAJ_NS125_12,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,SUSPENSION,Front fork oil & seal,Front fork oil + seals replacement,On amortisor yagi + kece degisimi,SUSPENSION,REPLACE,30000,30000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,35,Recommended frequency - Service interval & Kms,"""Replace fork oil, oil seal and dust seal in pair at every 30000kms""",HIGH,
MT_BAJAJ_NS125_13,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,STEERING,Steering stem bearing,Steering stem bearing lubrication,Direksiyon dingil rulmani yaglama,STEERING,LUBRICATE,40000,40000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,35,Recommended frequency - Service interval & Kms,"""Lubricate at every 40,000 kms"" (Steering stem bearing row)",HIGH,
MT_BAJAJ_NS125_14,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,FUEL_FILTER,In-line fuel filter,Fuel filter replacement,Yakit filtresi degisimi,FUEL_FILTER,REPLACE,15000,15000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_BAJAJ_NS125_OM_BS6,35,Recommended frequency - Service interval & Kms,"""Replace at every 15000 Kms"" (Remarks column, fuel-filter row)",MEDIUM,Row-to-remark mapping partly reconstructed from the jumbled chart.
MT_BAJAJ_NS125_15,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,FASTENERS,All fasteners tightness,All fasteners torque check,Tum baglanti elemanlari tork kontrolu,FASTENERS,TIGHTEN,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,36,Recommended frequency - Service interval & Kms,"""All fasteners tightness ... Use model wise torque values."" (C,T at every service)",HIGH,
MT_BAJAJ_NS125_16,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,TYRES,Tyre air pressure,Tyre air pressure check,Lastik hava basinci kontrolu,TYRES,INSPECT,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,36,Recommended frequency - Service interval & Kms,"""Tyre air pressure. ... Ensure model wise tyre air pressure."" (C,A at every service)",HIGH,
MT_BAJAJ_NS125_17,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,FRONT_BRAKE,Front Brake pads for wear limit / brake hose / fluid level,Brake system inspection,Fren sistemi kontrolu,BRAKE_SYSTEM,INSPECT,750,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,34,Recommended frequency - Service interval & Kms,"""Front Brake pads for wear limit.""; ""Check source of leakages if any in the brake system. Check Front brake hose condition. Check Brake fluid level and top up, if needed.""",HIGH,
MT_BAJAJ_NS125_18,Bajaj,Pulsar NS125,NS125 BS VI,UNKNOWN,UNKNOWN,IN,GENERAL_INSPECTION,Servicing with water wash,General periodic service,Genel periyodik servis,GENERAL_INSPECTION,SERVICE,750,5000,UNKNOWN,4,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_NS125_OM_BS6,30-37,Recommended frequency - Service interval & Kms,"Full periodic maintenance schedule; services at 500-750, 4500-5000, 9500-10000, then every 5000 km.",HIGH,
MT_BAJAJ_DOM250_01,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL,Engine oil (Bajaj 10000 oil),Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,750,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,35,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Engine oil replacement frequency: 1st service & then every 10,000 km.""; p63: ""LONGEST ENGINE OIL CHANGE INTERVAL OF 10,000 KM""",HIGH,
MT_BAJAJ_DOM250_02,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL,Engine oil level top-up,Engine oil top-up,Motor yagi tamamlama,ENGINE_OIL,TOP_UP,5000,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,35,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Engine oil level top-up frequency: Every 5000 km.""",HIGH,
MT_BAJAJ_DOM250_03,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL_FILTER,Engine oil Filter,Engine oil filter replacement,Yag filtresi degisimi,ENGINE_OIL_FILTER,REPLACE,750,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,45,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Replace oil filter in 1st service & at every 10,000 km.""",HIGH,
MT_BAJAJ_DOM250_04,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,AIR_FILTER,Air cleaner element (viscus filter),Air filter element replacement,Hava filtresi degisimi,AIR_FILTER,REPLACE,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,45,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Replace viscus filter at every 20,000 km. Air filter cleaning not required""",HIGH,
MT_BAJAJ_DOM250_05,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,AIR_FILTER,Air filter drain tube,Air filter drain tube cleaning,Hava filtresi drenaj borusu temizligi,AIR_FILTER,CLEAN,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,45,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Drain tube to cleaned at every 10,000 km.""",HIGH,
MT_BAJAJ_DOM250_06,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,ENGINE_OIL,Engine Oil strainer,Engine oil strainer cleaning,Yag suzgeci temizligi,OIL_STRAINER,CLEAN,UNKNOWN,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_BAJAJ_DOMINAR250_OM_BS6,45,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Oil strainer cleaning at the time of oil change."" (oil change every 10,000 km)",HIGH,
MT_BAJAJ_DOM250_07,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,SPARK_PLUG,Spark plug clean & check gap,Spark plug clean & gap check,Buji temizlik ve trnak kontrolu,SPARK_PLUG,CLEAN,10000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,36,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Clean the spark plug at 10000 Kms. Adjust the gap if incorrect ... Spark Plug Gap : 0.8 to 0.9 mm.""",HIGH,Replace interval not stated explicitly -> research gap.
MT_BAJAJ_DOM250_08,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,VALVE_CLEARANCE,Valve tappet clearance,Valve tappet clearance check & adjust,Supap tappet boslugu kontrol/ayar,VALVE_CLEARANCE,ADJUST,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,45,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Check & adjust at every 20,000 km."" (Valve tappet clearance row, Remarks)",HIGH,
MT_BAJAJ_DOM250_09,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,THROTTLE,Throttle body cleaning,Throttle body cleaning,Gaz kelebegi govdesi temizligi,THROTTLE,CLEAN,5000,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,45,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Clean at every 5000 km with recommended throttle body cleaning agent.""",HIGH,
MT_BAJAJ_DOM250_10,Bajaj,Dominar 250,Dominar 250 BS VI,UNKNOWN,UNKNOWN,IN,COOLANT,Coolant & Radiator hoses,Coolant + radiator hoses replacement,Sogutma sivisi + radyator hortum degisimi,COOLANT,DRAIN_REPLACE,30000,30000,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_BAJAJ_DOMINAR250_OM_BS6,51,PERIODIC MAINTENANCE & LUBRICATION CHART,"""Replacement at every 30000 km or 3 year (whichever occurs earlier)""; ""Use BAJAJ Koolex coolant only""",HIGH,
