customer_id,workshop_id,customer_type,first_seen_date,city,region,is_fleet_customer,preferred_contact,acquisition_channel,synthetic_alias,is_active,churn_date,data_origin,generator_version,random_seed,notes
C002700,WS0004,INDIVIDUAL,2026-07-08,Bursa,Marmara,0,EMAIL,WALK_IN,Customer_002700,1,,SYNTHETIC,1.3.0,42,
C002701,WS0001,INDIVIDUAL,2022-08-12,İstanbul,Marmara,0,SMS,GOOGLE_MAPS,Customer_002701,0,2024-08-04,SYNTHETIC,1.3.0,42,
C002702,WS0005,INDIVIDUAL,2026-06-18,Antalya,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002702,1,,SYNTHETIC,1.3.0,42,
C002703,WS0002,INDIVIDUAL,2026-02-07,Ankara,İç Anadolu,0,PHONE,REFERRAL,Customer_002703,1,,SYNTHETIC,1.3.0,42,
C002704,WS0005,INDIVIDUAL,2024-07-23,Antalya,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002704,1,,SYNTHETIC,1.3.0,42,
C002705,WS0007,INDIVIDUAL,2021-05-15,Adana,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002705,1,,SYNTHETIC,1.3.0,42,
C002706,WS0001,COMMERCIAL,2024-06-29,İstanbul,Marmara,0,WHATSAPP,FLEET_PARTNERSHIP,Customer_002706,1,,SYNTHETIC,1.3.0,42,
C002707,WS0006,INDIVIDUAL,2025-05-08,Konya,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002707,1,,SYNTHETIC,1.3.0,42,
C002708,WS0002,INDIVIDUAL,2024-01-24,Ankara,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002708,1,,SYNTHETIC,1.3.0,42,
C002709,WS0001,INDIVIDUAL,2022-09-29,İstanbul,Marmara,0,PHONE,ORGANIC,Customer_002709,1,,SYNTHETIC,1.3.0,42,
C002710,WS0002,INDIVIDUAL,2022-03-16,Ankara,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002710,0,2023-01-29,SYNTHETIC,1.3.0,42,
C002711,WS0002,INDIVIDUAL,2024-01-25,Ankara,İç Anadolu,0,WHATSAPP,SOCIAL_MEDIA,Customer_002711,1,,SYNTHETIC,1.3.0,42,
C002712,WS0010,COMMERCIAL,2022-12-23,Eskişehir,İç Anadolu,0,EMAIL,FLEET_PARTNERSHIP,Customer_002712,1,,SYNTHETIC,1.3.0,42,
C002713,WS0001,INDIVIDUAL,2022-01-12,İstanbul,Marmara,0,PHONE,REFERRAL,Customer_002713,1,,SYNTHETIC,1.3.0,42,
C002714,WS0001,INDIVIDUAL,2023-07-31,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002714,1,,SYNTHETIC,1.3.0,42,
C002715,WS0004,INDIVIDUAL,2025-01-23,Bursa,Marmara,0,WHATSAPP,WALK_IN,Customer_002715,1,,SYNTHETIC,1.3.0,42,
C002716,WS0001,COMMERCIAL,2023-07-16,İstanbul,Marmara,0,EMAIL,DIRECT_SALES,Customer_002716,1,,SYNTHETIC,1.3.0,42,
C002717,WS0007,INDIVIDUAL,2022-09-19,Adana,Akdeniz,0,EMAIL,GOOGLE_MAPS,Customer_002717,1,,SYNTHETIC,1.3.0,42,
C002718,WS0008,FLEET,2026-04-10,Gaziantep,Güneydoğu Anadolu,1,WHATSAPP,ORGANIC,Customer_002718,1,,SYNTHETIC,1.3.0,42,
C002719,WS0006,FLEET,2022-05-21,Konya,İç Anadolu,1,EMAIL,ORGANIC,Customer_002719,1,,SYNTHETIC,1.3.0,42,
C002720,WS0007,INDIVIDUAL,2023-07-21,Adana,Akdeniz,0,PHONE,GOOGLE_MAPS,Customer_002720,1,,SYNTHETIC,1.3.0,42,
C002721,WS0003,INDIVIDUAL,2022-05-26,İzmir,Ege,0,WHATSAPP,ORGANIC,Customer_002721,1,,SYNTHETIC,1.3.0,42,
C002722,WS0008,INDIVIDUAL,2023-07-10,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,REFERRAL,Customer_002722,1,,SYNTHETIC,1.3.0,42,
C002723,WS0006,INDIVIDUAL,2022-03-12,Konya,İç Anadolu,0,WHATSAPP,SOCIAL_MEDIA,Customer_002723,1,,SYNTHETIC,1.3.0,42,
C002724,WS0005,INDIVIDUAL,2021-11-08,Antalya,Akdeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002724,1,,SYNTHETIC,1.3.0,42,
C002725,WS0006,FLEET,2021-08-10,Konya,İç Anadolu,1,EMAIL,FLEET_PARTNERSHIP,Customer_002725,1,,SYNTHETIC,1.3.0,42,
C002726,WS0005,INDIVIDUAL,2024-06-05,Antalya,Akdeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002726,1,,SYNTHETIC,1.3.0,42,
C002727,WS0004,INDIVIDUAL,2021-10-03,Bursa,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002727,1,,SYNTHETIC,1.3.0,42,
C002728,WS0007,INDIVIDUAL,2023-09-27,Adana,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002728,1,,SYNTHETIC,1.3.0,42,
C002729,WS0009,INDIVIDUAL,2022-08-19,Samsun,Karadeniz,0,WHATSAPP,SOCIAL_MEDIA,Customer_002729,1,,SYNTHETIC,1.3.0,42,
C002730,WS0002,INDIVIDUAL,2026-04-26,Ankara,İç Anadolu,0,PHONE,GOOGLE_MAPS,Customer_002730,0,2026-07-28,SYNTHETIC,1.3.0,42,
C002731,WS0003,INDIVIDUAL,2023-04-30,İzmir,Ege,0,WHATSAPP,REFERRAL,Customer_002731,1,,SYNTHETIC,1.3.0,42,
C002732,WS0003,INDIVIDUAL,2021-09-07,İzmir,Ege,0,WHATSAPP,WALK_IN,Customer_002732,1,,SYNTHETIC,1.3.0,42,
C002733,WS0004,COMMERCIAL,2021-11-10,Bursa,Marmara,0,WHATSAPP,DIRECT_SALES,Customer_002733,1,,SYNTHETIC,1.3.0,42,
C002734,WS0009,INDIVIDUAL,2025-05-01,Samsun,Karadeniz,0,WHATSAPP,REFERRAL,Customer_002734,1,,SYNTHETIC,1.3.0,42,
C002735,WS0004,INDIVIDUAL,2021-11-17,Bursa,Marmara,0,WHATSAPP,ORGANIC,Customer_002735,1,,SYNTHETIC,1.3.0,42,
C002736,WS0002,INDIVIDUAL,2024-12-28,Ankara,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002736,1,,SYNTHETIC,1.3.0,42,
C002737,WS0004,INDIVIDUAL,2023-07-30,Bursa,Marmara,0,WHATSAPP,ORGANIC,Customer_002737,1,,SYNTHETIC,1.3.0,42,
C002738,WS0010,INDIVIDUAL,2021-01-16,Eskişehir,İç Anadolu,0,PHONE,REFERRAL,Customer_002738,1,,SYNTHETIC,1.3.0,42,
C002739,WS0007,INDIVIDUAL,2022-10-30,Adana,Akdeniz,0,PHONE,ORGANIC,Customer_002739,1,,SYNTHETIC,1.3.0,42,
C002740,WS0001,INDIVIDUAL,2025-03-31,İstanbul,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002740,1,,SYNTHETIC,1.3.0,42,
C002741,WS0005,COMMERCIAL,2025-03-18,Antalya,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002741,1,,SYNTHETIC,1.3.0,42,
C002742,WS0009,INDIVIDUAL,2023-04-28,Samsun,Karadeniz,0,PHONE,GOOGLE_MAPS,Customer_002742,1,,SYNTHETIC,1.3.0,42,
C002743,WS0002,COMMERCIAL,2025-12-15,Ankara,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002743,1,,SYNTHETIC,1.3.0,42,
C002744,WS0003,COMMERCIAL,2022-02-14,İzmir,Ege,0,PHONE,ORGANIC,Customer_002744,1,,SYNTHETIC,1.3.0,42,
C002745,WS0009,INDIVIDUAL,2024-04-27,Samsun,Karadeniz,0,WHATSAPP,ORGANIC,Customer_002745,1,,SYNTHETIC,1.3.0,42,
C002746,WS0008,INDIVIDUAL,2024-08-17,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002746,1,,SYNTHETIC,1.3.0,42,
C002747,WS0007,INDIVIDUAL,2026-03-01,Adana,Akdeniz,0,EMAIL,REFERRAL,Customer_002747,0,2026-06-17,SYNTHETIC,1.3.0,42,
C002748,WS0010,INDIVIDUAL,2025-06-01,Eskişehir,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002748,1,,SYNTHETIC,1.3.0,42,
C002749,WS0008,COMMERCIAL,2022-12-05,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,DIRECT_SALES,Customer_002749,1,,SYNTHETIC,1.3.0,42,
C002750,WS0010,INDIVIDUAL,2023-12-05,Eskişehir,İç Anadolu,0,SMS,ORGANIC,Customer_002750,1,,SYNTHETIC,1.3.0,42,
C002751,WS0001,INDIVIDUAL,2023-05-10,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002751,0,2025-02-20,SYNTHETIC,1.3.0,42,
C002752,WS0003,COMMERCIAL,2022-10-08,İzmir,Ege,0,EMAIL,FLEET_PARTNERSHIP,Customer_002752,1,,SYNTHETIC,1.3.0,42,
C002753,WS0009,INDIVIDUAL,2022-08-26,Samsun,Karadeniz,0,SMS,REFERRAL,Customer_002753,1,,SYNTHETIC,1.3.0,42,
C002754,WS0003,INDIVIDUAL,2021-11-22,İzmir,Ege,0,PHONE,ORGANIC,Customer_002754,1,,SYNTHETIC,1.3.0,42,
C002755,WS0003,INDIVIDUAL,2022-09-21,İzmir,Ege,0,WHATSAPP,WALK_IN,Customer_002755,1,,SYNTHETIC,1.3.0,42,
C002756,WS0010,COMMERCIAL,2021-02-14,Eskişehir,İç Anadolu,0,EMAIL,REFERRAL,Customer_002756,1,,SYNTHETIC,1.3.0,42,
C002757,WS0010,COMMERCIAL,2022-09-19,Eskişehir,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002757,1,,SYNTHETIC,1.3.0,42,
C002758,WS0009,INDIVIDUAL,2024-10-28,Samsun,Karadeniz,0,WHATSAPP,ORGANIC,Customer_002758,1,,SYNTHETIC,1.3.0,42,
C002759,WS0003,INDIVIDUAL,2023-01-22,İzmir,Ege,0,PHONE,WALK_IN,Customer_002759,1,,SYNTHETIC,1.3.0,42,
C002760,WS0005,INDIVIDUAL,2021-03-10,Antalya,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002760,1,,SYNTHETIC,1.3.0,42,
C002761,WS0009,INDIVIDUAL,2024-10-28,Samsun,Karadeniz,0,SMS,REFERRAL,Customer_002761,0,2025-06-19,SYNTHETIC,1.3.0,42,
C002762,WS0009,INDIVIDUAL,2024-08-23,Samsun,Karadeniz,0,WHATSAPP,WALK_IN,Customer_002762,1,,SYNTHETIC,1.3.0,42,
C002763,WS0005,INDIVIDUAL,2025-02-27,Antalya,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002763,1,,SYNTHETIC,1.3.0,42,
C002764,WS0002,INDIVIDUAL,2023-12-28,Ankara,İç Anadolu,0,WHATSAPP,WALK_IN,Customer_002764,1,,SYNTHETIC,1.3.0,42,
C002765,WS0005,INDIVIDUAL,2022-04-22,Antalya,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002765,0,2023-12-26,SYNTHETIC,1.3.0,42,
C002766,WS0010,INDIVIDUAL,2022-11-15,Eskişehir,İç Anadolu,0,PHONE,ORGANIC,Customer_002766,1,,SYNTHETIC,1.3.0,42,
C002767,WS0002,INDIVIDUAL,2025-03-13,Ankara,İç Anadolu,0,WHATSAPP,WALK_IN,Customer_002767,1,,SYNTHETIC,1.3.0,42,
C002768,WS0002,INDIVIDUAL,2024-07-13,Ankara,İç Anadolu,0,PHONE,WALK_IN,Customer_002768,1,,SYNTHETIC,1.3.0,42,
C002769,WS0001,INDIVIDUAL,2021-11-29,İstanbul,Marmara,0,WHATSAPP,WALK_IN,Customer_002769,0,2023-09-23,SYNTHETIC,1.3.0,42,
C002770,WS0010,INDIVIDUAL,2024-07-09,Eskişehir,İç Anadolu,0,PHONE,WALK_IN,Customer_002770,1,,SYNTHETIC,1.3.0,42,
C002771,WS0001,INDIVIDUAL,2026-04-25,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002771,1,,SYNTHETIC,1.3.0,42,
C002772,WS0005,INDIVIDUAL,2022-01-23,Antalya,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002772,1,,SYNTHETIC,1.3.0,42,
C002773,WS0001,INDIVIDUAL,2023-03-29,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002773,1,,SYNTHETIC,1.3.0,42,
C002774,WS0001,FLEET,2023-04-18,İstanbul,Marmara,1,WHATSAPP,REFERRAL,Customer_002774,1,,SYNTHETIC,1.3.0,42,
C002775,WS0010,INDIVIDUAL,2026-06-08,Eskişehir,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002775,1,,SYNTHETIC,1.3.0,42,
C002776,WS0008,INDIVIDUAL,2024-02-21,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,WALK_IN,Customer_002776,1,,SYNTHETIC,1.3.0,42,
C002777,WS0003,COMMERCIAL,2024-05-16,İzmir,Ege,0,WHATSAPP,DIRECT_SALES,Customer_002777,1,,SYNTHETIC,1.3.0,42,
C002778,WS0006,INDIVIDUAL,2023-10-12,Konya,İç Anadolu,0,PHONE,GOOGLE_MAPS,Customer_002778,1,,SYNTHETIC,1.3.0,42,
C002779,WS0001,INDIVIDUAL,2021-04-04,İstanbul,Marmara,0,EMAIL,SOCIAL_MEDIA,Customer_002779,1,,SYNTHETIC,1.3.0,42,
C002780,WS0008,INDIVIDUAL,2023-08-27,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,ORGANIC,Customer_002780,1,,SYNTHETIC,1.3.0,42,
C002781,WS0001,INDIVIDUAL,2024-08-07,İstanbul,Marmara,0,PHONE,WALK_IN,Customer_002781,1,,SYNTHETIC,1.3.0,42,
C002782,WS0008,INDIVIDUAL,2023-11-04,Gaziantep,Güneydoğu Anadolu,0,SMS,SOCIAL_MEDIA,Customer_002782,1,,SYNTHETIC,1.3.0,42,
C002783,WS0002,INDIVIDUAL,2025-08-21,Ankara,İç Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002783,1,,SYNTHETIC,1.3.0,42,
C002784,WS0001,INDIVIDUAL,2023-01-25,İstanbul,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002784,1,,SYNTHETIC,1.3.0,42,
C002785,WS0006,INDIVIDUAL,2024-03-19,Konya,İç Anadolu,0,PHONE,ORGANIC,Customer_002785,1,,SYNTHETIC,1.3.0,42,
C002786,WS0004,INDIVIDUAL,2023-05-17,Bursa,Marmara,0,SMS,WALK_IN,Customer_002786,1,,SYNTHETIC,1.3.0,42,
C002787,WS0007,INDIVIDUAL,2024-12-20,Adana,Akdeniz,0,EMAIL,ORGANIC,Customer_002787,1,,SYNTHETIC,1.3.0,42,
C002788,WS0006,FLEET,2025-05-16,Konya,İç Anadolu,1,EMAIL,DIRECT_SALES,Customer_002788,1,,SYNTHETIC,1.3.0,42,
C002789,WS0005,INDIVIDUAL,2023-01-28,Antalya,Akdeniz,0,SMS,WALK_IN,Customer_002789,0,2023-10-04,SYNTHETIC,1.3.0,42,
C002790,WS0001,INDIVIDUAL,2025-12-04,İstanbul,Marmara,0,PHONE,REFERRAL,Customer_002790,1,,SYNTHETIC,1.3.0,42,
C002791,WS0005,INDIVIDUAL,2024-07-09,Antalya,Akdeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002791,1,,SYNTHETIC,1.3.0,42,
C002792,WS0003,INDIVIDUAL,2023-03-14,İzmir,Ege,0,PHONE,WALK_IN,Customer_002792,1,,SYNTHETIC,1.3.0,42,
C002793,WS0005,INDIVIDUAL,2023-11-22,Antalya,Akdeniz,0,SMS,SOCIAL_MEDIA,Customer_002793,1,,SYNTHETIC,1.3.0,42,
C002794,WS0008,INDIVIDUAL,2021-04-23,Gaziantep,Güneydoğu Anadolu,0,SMS,WALK_IN,Customer_002794,1,,SYNTHETIC,1.3.0,42,
C002795,WS0002,INDIVIDUAL,2021-07-05,Ankara,İç Anadolu,0,SMS,ORGANIC,Customer_002795,1,,SYNTHETIC,1.3.0,42,
C002796,WS0008,INDIVIDUAL,2024-11-25,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,ORGANIC,Customer_002796,1,,SYNTHETIC,1.3.0,42,
C002797,WS0009,INDIVIDUAL,2023-10-09,Samsun,Karadeniz,0,PHONE,ORGANIC,Customer_002797,1,,SYNTHETIC,1.3.0,42,
C002798,WS0004,INDIVIDUAL,2023-04-20,Bursa,Marmara,0,WHATSAPP,WALK_IN,Customer_002798,1,,SYNTHETIC,1.3.0,42,
C002799,WS0007,INDIVIDUAL,2023-10-29,Adana,Akdeniz,0,PHONE,ORGANIC,Customer_002799,1,,SYNTHETIC,1.3.0,42,
C002800,WS0007,INDIVIDUAL,2022-06-20,Adana,Akdeniz,0,PHONE,REFERRAL,Customer_002800,1,,SYNTHETIC,1.3.0,42,
C002801,WS0010,INDIVIDUAL,2023-08-30,Eskişehir,İç Anadolu,0,SMS,WALK_IN,Customer_002801,1,,SYNTHETIC,1.3.0,42,
C002802,WS0008,INDIVIDUAL,2023-03-28,Gaziantep,Güneydoğu Anadolu,0,EMAIL,ORGANIC,Customer_002802,1,,SYNTHETIC,1.3.0,42,
C002803,WS0005,INDIVIDUAL,2023-06-07,Antalya,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002803,1,,SYNTHETIC,1.3.0,42,
C002804,WS0003,INDIVIDUAL,2022-12-10,İzmir,Ege,0,WHATSAPP,REFERRAL,Customer_002804,1,,SYNTHETIC,1.3.0,42,
C002805,WS0003,INDIVIDUAL,2021-10-21,İzmir,Ege,0,SMS,WALK_IN,Customer_002805,1,,SYNTHETIC,1.3.0,42,
C002806,WS0003,INDIVIDUAL,2021-03-21,İzmir,Ege,0,WHATSAPP,REFERRAL,Customer_002806,1,,SYNTHETIC,1.3.0,42,
C002807,WS0007,COMMERCIAL,2023-07-03,Adana,Akdeniz,0,EMAIL,DIRECT_SALES,Customer_002807,1,,SYNTHETIC,1.3.0,42,
C002808,WS0006,INDIVIDUAL,2021-02-22,Konya,İç Anadolu,0,PHONE,WALK_IN,Customer_002808,1,,SYNTHETIC,1.3.0,42,
C002809,WS0009,INDIVIDUAL,2021-09-22,Samsun,Karadeniz,0,PHONE,REFERRAL,Customer_002809,1,,SYNTHETIC,1.3.0,42,
C002810,WS0004,INDIVIDUAL,2023-04-07,Bursa,Marmara,0,WHATSAPP,GOOGLE_MAPS,Customer_002810,1,,SYNTHETIC,1.3.0,42,
C002811,WS0009,INDIVIDUAL,2021-02-20,Samsun,Karadeniz,0,PHONE,ORGANIC,Customer_002811,1,,SYNTHETIC,1.3.0,42,
C002812,WS0010,INDIVIDUAL,2023-10-14,Eskişehir,İç Anadolu,0,PHONE,ORGANIC,Customer_002812,1,,SYNTHETIC,1.3.0,42,
C002813,WS0008,INDIVIDUAL,2025-02-02,Gaziantep,Güneydoğu Anadolu,0,SMS,GOOGLE_MAPS,Customer_002813,1,,SYNTHETIC,1.3.0,42,
C002814,WS0002,INDIVIDUAL,2025-08-24,Ankara,İç Anadolu,0,WHATSAPP,SOCIAL_MEDIA,Customer_002814,1,,SYNTHETIC,1.3.0,42,
C002815,WS0005,INDIVIDUAL,2021-01-20,Antalya,Akdeniz,0,PHONE,SOCIAL_MEDIA,Customer_002815,1,,SYNTHETIC,1.3.0,42,
C002816,WS0007,INDIVIDUAL,2023-12-18,Adana,Akdeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002816,1,,SYNTHETIC,1.3.0,42,
C002817,WS0002,INDIVIDUAL,2025-05-03,Ankara,İç Anadolu,0,WHATSAPP,SOCIAL_MEDIA,Customer_002817,1,,SYNTHETIC,1.3.0,42,
C002818,WS0001,INDIVIDUAL,2023-01-25,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002818,1,,SYNTHETIC,1.3.0,42,
C002819,WS0010,INDIVIDUAL,2021-02-13,Eskişehir,İç Anadolu,0,PHONE,ORGANIC,Customer_002819,1,,SYNTHETIC,1.3.0,42,
C002820,WS0008,INDIVIDUAL,2025-04-12,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,WALK_IN,Customer_002820,1,,SYNTHETIC,1.3.0,42,
C002821,WS0001,INDIVIDUAL,2022-02-18,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002821,1,,SYNTHETIC,1.3.0,42,
C002822,WS0002,INDIVIDUAL,2025-09-02,Ankara,İç Anadolu,0,EMAIL,GOOGLE_MAPS,Customer_002822,1,,SYNTHETIC,1.3.0,42,
C002823,WS0004,INDIVIDUAL,2025-02-22,Bursa,Marmara,0,WHATSAPP,WALK_IN,Customer_002823,1,,SYNTHETIC,1.3.0,42,
C002824,WS0010,INDIVIDUAL,2026-06-08,Eskişehir,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002824,1,,SYNTHETIC,1.3.0,42,
C002825,WS0004,INDIVIDUAL,2021-11-13,Bursa,Marmara,0,SMS,REFERRAL,Customer_002825,1,,SYNTHETIC,1.3.0,42,
C002826,WS0006,INDIVIDUAL,2024-12-19,Konya,İç Anadolu,0,PHONE,GOOGLE_MAPS,Customer_002826,1,,SYNTHETIC,1.3.0,42,
C002827,WS0001,INDIVIDUAL,2023-06-23,İstanbul,Marmara,0,EMAIL,ORGANIC,Customer_002827,1,,SYNTHETIC,1.3.0,42,
C002828,WS0007,COMMERCIAL,2022-06-28,Adana,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002828,1,,SYNTHETIC,1.3.0,42,
C002829,WS0001,INDIVIDUAL,2024-09-09,İstanbul,Marmara,0,SMS,SOCIAL_MEDIA,Customer_002829,1,,SYNTHETIC,1.3.0,42,
C002830,WS0010,INDIVIDUAL,2022-08-30,Eskişehir,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002830,1,,SYNTHETIC,1.3.0,42,
C002831,WS0001,INDIVIDUAL,2025-02-19,İstanbul,Marmara,0,PHONE,ORGANIC,Customer_002831,1,,SYNTHETIC,1.3.0,42,
C002832,WS0001,COMMERCIAL,2022-01-14,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002832,1,,SYNTHETIC,1.3.0,42,
C002833,WS0009,INDIVIDUAL,2025-10-07,Samsun,Karadeniz,0,EMAIL,GOOGLE_MAPS,Customer_002833,1,,SYNTHETIC,1.3.0,42,
C002834,WS0006,INDIVIDUAL,2022-08-30,Konya,İç Anadolu,0,EMAIL,ORGANIC,Customer_002834,1,,SYNTHETIC,1.3.0,42,
C002835,WS0004,INDIVIDUAL,2024-04-22,Bursa,Marmara,0,SMS,REFERRAL,Customer_002835,1,,SYNTHETIC,1.3.0,42,
C002836,WS0009,INDIVIDUAL,2025-06-16,Samsun,Karadeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002836,1,,SYNTHETIC,1.3.0,42,
C002837,WS0001,COMMERCIAL,2021-08-06,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002837,1,,SYNTHETIC,1.3.0,42,
C002838,WS0007,COMMERCIAL,2023-05-06,Adana,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002838,1,,SYNTHETIC,1.3.0,42,
C002839,WS0001,INDIVIDUAL,2025-04-20,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002839,1,,SYNTHETIC,1.3.0,42,
C002840,WS0008,INDIVIDUAL,2023-08-25,Gaziantep,Güneydoğu Anadolu,0,PHONE,SOCIAL_MEDIA,Customer_002840,1,,SYNTHETIC,1.3.0,42,
C002841,WS0005,INDIVIDUAL,2021-11-30,Antalya,Akdeniz,0,EMAIL,ORGANIC,Customer_002841,1,,SYNTHETIC,1.3.0,42,
C002842,WS0010,INDIVIDUAL,2021-06-07,Eskişehir,İç Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002842,1,,SYNTHETIC,1.3.0,42,
C002843,WS0008,INDIVIDUAL,2024-08-12,Gaziantep,Güneydoğu Anadolu,0,SMS,ORGANIC,Customer_002843,1,,SYNTHETIC,1.3.0,42,
C002844,WS0007,INDIVIDUAL,2023-09-25,Adana,Akdeniz,0,PHONE,ORGANIC,Customer_002844,1,,SYNTHETIC,1.3.0,42,
C002845,WS0003,INDIVIDUAL,2025-12-06,İzmir,Ege,0,WHATSAPP,SOCIAL_MEDIA,Customer_002845,1,,SYNTHETIC,1.3.0,42,
C002846,WS0004,INDIVIDUAL,2024-06-02,Bursa,Marmara,0,SMS,WALK_IN,Customer_002846,1,,SYNTHETIC,1.3.0,42,
C002847,WS0003,INDIVIDUAL,2025-07-31,İzmir,Ege,0,SMS,ORGANIC,Customer_002847,1,,SYNTHETIC,1.3.0,42,
C002848,WS0010,INDIVIDUAL,2024-06-16,Eskişehir,İç Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002848,1,,SYNTHETIC,1.3.0,42,
C002849,WS0001,INDIVIDUAL,2022-10-09,İstanbul,Marmara,0,PHONE,SOCIAL_MEDIA,Customer_002849,1,,SYNTHETIC,1.3.0,42,
C002850,WS0009,COMMERCIAL,2021-03-02,Samsun,Karadeniz,0,WHATSAPP,DIRECT_SALES,Customer_002850,1,,SYNTHETIC,1.3.0,42,
C002851,WS0010,INDIVIDUAL,2021-06-02,Eskişehir,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002851,1,,SYNTHETIC,1.3.0,42,
C002852,WS0008,INDIVIDUAL,2024-07-07,Gaziantep,Güneydoğu Anadolu,0,SMS,SOCIAL_MEDIA,Customer_002852,1,,SYNTHETIC,1.3.0,42,
C002853,WS0007,INDIVIDUAL,2023-02-11,Adana,Akdeniz,0,PHONE,GOOGLE_MAPS,Customer_002853,1,,SYNTHETIC,1.3.0,42,
C002854,WS0003,INDIVIDUAL,2024-03-18,İzmir,Ege,0,WHATSAPP,SOCIAL_MEDIA,Customer_002854,1,,SYNTHETIC,1.3.0,42,
C002855,WS0007,INDIVIDUAL,2025-03-06,Adana,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002855,1,,SYNTHETIC,1.3.0,42,
C002856,WS0003,INDIVIDUAL,2023-06-11,İzmir,Ege,0,WHATSAPP,WALK_IN,Customer_002856,1,,SYNTHETIC,1.3.0,42,
C002857,WS0003,INDIVIDUAL,2024-07-14,İzmir,Ege,0,EMAIL,GOOGLE_MAPS,Customer_002857,0,2026-02-24,SYNTHETIC,1.3.0,42,
C002858,WS0007,INDIVIDUAL,2023-11-25,Adana,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002858,1,,SYNTHETIC,1.3.0,42,
C002859,WS0003,INDIVIDUAL,2021-04-13,İzmir,Ege,0,WHATSAPP,WALK_IN,Customer_002859,1,,SYNTHETIC,1.3.0,42,
C002860,WS0007,INDIVIDUAL,2023-09-26,Adana,Akdeniz,0,SMS,ORGANIC,Customer_002860,1,,SYNTHETIC,1.3.0,42,
C002861,WS0001,INDIVIDUAL,2025-07-11,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002861,1,,SYNTHETIC,1.3.0,42,
C002862,WS0007,COMMERCIAL,2023-01-10,Adana,Akdeniz,0,EMAIL,ORGANIC,Customer_002862,1,,SYNTHETIC,1.3.0,42,
C002863,WS0004,INDIVIDUAL,2024-04-17,Bursa,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002863,1,,SYNTHETIC,1.3.0,42,
C002864,WS0001,INDIVIDUAL,2021-02-05,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002864,1,,SYNTHETIC,1.3.0,42,
C002865,WS0005,INDIVIDUAL,2023-09-20,Antalya,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002865,1,,SYNTHETIC,1.3.0,42,
