usage_profile_id,motorcycle_id,customer_id,workshop_id,usage_type,annual_km_baseline,annual_km_basis,city_ratio,highway_ratio,offroad_ratio,track_ratio,avg_ride_days_per_week,daily_active_probability,avg_km_per_active_day,weekday_multiplier,weekend_multiplier,riding_intensity,seasonality_strength,winter_usage_factor,weather_sensitivity,storage_condition,load_severity_factor,climate_zone,profile_start_date,profile_end_date,data_origin,generator_version,random_seed,profile_rule_version,notes
UP004083,MC004083,C002869,WS0003,COMMUTER,6760,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5055,0.4535,0.0204,0.0206,1.37,0.171,138.9,0.281,2.019,LOW,0.345,0.683,0.649,STREET,0.992,MEDITERRANEAN_COASTAL,2021-08-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP004084,MC004084,C002870,WS0003,COMMUTER,6831,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4805,0.4811,0.0188,0.0196,3.1,0.388,49.3,0.287,2.114,LOW,0.343,0.643,0.679,GARAGE,1.06,MEDITERRANEAN_COASTAL,2023-06-29,,SYNTHETIC,1.2.0,42,1.2.0,
UP004085,MC004085,C002871,WS0002,COURIER,13300,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.94,0.0551,0.0049,0.0,7.0,0.949,55.4,1.056,0.939,MEDIUM,0.136,0.611,0.143,COVERED_PARKING,1.133,CONTINENTAL_DRY,2025-12-31,2026-05-22,SYNTHETIC,1.2.0,42,1.2.0,
UP004086,MC004086,C002871,WS0002,WEEKEND,10044,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7513,0.239,0.0097,0.0,5.98,0.784,45.4,1.271,0.52,MEDIUM,0.226,0.584,0.403,STREET,0.892,CONTINENTAL_DRY,2026-02-19,2026-05-22,SYNTHETIC,1.2.0,42,1.2.0,
UP004087,MC004087,C002872,WS0009,COMMUTER,7201,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4687,0.4915,0.0209,0.0189,2.89,0.36,53.2,0.324,2.21,LOW,0.354,0.433,0.756,GARAGE,1.075,HUMID_RAINY,2025-04-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP004088,MC004088,C002873,WS0005,COURIER,4739,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4578,0.5008,0.0192,0.0222,1.48,0.185,69.4,0.316,2.314,LOW,0.343,0.69,0.725,STREET,1.167,MEDITERRANEAN_HOT,2022-05-07,,SYNTHETIC,1.2.0,42,1.2.0,
UP004089,MC004089,C002873,WS0005,WEEKEND,13601,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2704,0.709,0.0206,0.0,3.4,0.442,86.8,0.684,1.439,MEDIUM,0.25,0.758,0.491,STREET,0.862,MEDITERRANEAN_HOT,2022-07-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP004090,MC004090,C002874,WS0006,SEASONAL,6552,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5166,0.4523,0.0217,0.0094,2.73,0.306,67.2,0.609,1.522,LOW,0.61,0.279,0.745,STREET,1.03,CONTINENTAL_DRY,2025-09-26,,SYNTHETIC,1.2.0,42,1.2.0,
UP004091,MC004091,C002875,WS0003,COMMUTER,16023,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9378,0.0572,0.005,0.0,6.11,0.842,55.3,1.174,0.833,HIGH,0.092,0.9,0.163,COVERED_PARKING,0.955,MEDITERRANEAN_COASTAL,2024-01-16,2025-05-25,SYNTHETIC,1.2.0,42,1.2.0,
UP004092,MC004092,C002876,WS0010,COURIER,20603,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.932,0.063,0.005,0.0,7.0,0.946,68.6,1.081,0.942,HIGH,0.145,0.464,0.199,STREET,1.129,CONTINENTAL_COOL,2023-07-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP004093,MC004093,C002877,WS0005,COMMUTER,1930,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4868,0.4834,0.0208,0.009,1.74,0.2,28.8,0.572,1.642,LOW,0.551,0.474,0.762,COVERED_PARKING,1.045,MEDITERRANEAN_HOT,2022-05-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP004094,MC004094,C002878,WS0004,COMMUTER,9479,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7523,0.2363,0.0114,0.0,5.08,0.689,39.8,1.193,0.511,MEDIUM,0.137,0.66,0.355,GARAGE,0.923,TEMPERATE_HUMID,2022-11-12,,SYNTHETIC,1.2.0,42,1.2.0,
UP004095,MC004095,C002878,WS0004,OFFROAD,11763,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7846,0.205,0.0104,0.0,6.79,0.911,37.0,1.338,0.552,MEDIUM,0.164,0.737,0.458,COVERED_PARKING,1.103,TEMPERATE_HUMID,2023-02-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP004096,MC004096,C002879,WS0005,COMMUTER,7546,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7613,0.229,0.0097,0.0,5.1,0.698,38.9,1.237,0.58,LOW,0.112,0.869,0.452,INDOOR,0.974,MEDITERRANEAN_HOT,2026-04-17,,SYNTHETIC,1.2.0,42,1.2.0,
UP004097,MC004097,C002880,WS0001,COMMUTER,13277,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7424,0.2484,0.0092,0.0,5.74,0.76,47.9,1.15,0.591,MEDIUM,0.2,0.66,0.451,STREET,1.012,TEMPERATE_HUMID,2022-01-13,,SYNTHETIC,1.2.0,42,1.2.0,
UP004098,MC004098,C002880,WS0001,COMMUTER,18558,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7469,0.2432,0.0099,0.0,5.22,0.688,72.0,1.346,0.574,HIGH,0.211,0.653,0.315,STREET,0.993,TEMPERATE_HUMID,2022-03-11,,SYNTHETIC,1.2.0,42,1.2.0,
UP004099,MC004099,C002881,WS0006,SEASONAL,8940,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7386,0.2508,0.0106,0.0,5.94,0.789,31.6,1.266,0.518,MEDIUM,0.192,0.519,0.428,GARAGE,0.937,CONTINENTAL_DRY,2024-03-07,,SYNTHETIC,1.2.0,42,1.2.0,
UP004100,MC004100,C002881,WS0006,COURIER,6835,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7308,0.2589,0.0103,0.0,6.3,0.834,22.7,1.319,0.524,LOW,0.201,0.557,0.459,COVERED_PARKING,1.13,CONTINENTAL_DRY,2024-04-02,,SYNTHETIC,1.2.0,42,1.2.0,
UP004101,MC004101,C002882,WS0001,COMMUTER,9781,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.747,0.2431,0.0099,0.0,5.03,0.667,48.0,1.327,0.535,MEDIUM,0.195,0.747,0.367,COVERED_PARKING,1.053,TEMPERATE_HUMID,2023-10-30,2025-04-15,SYNTHETIC,1.2.0,42,1.2.0,
UP004102,MC004102,C002883,WS0003,COURIER,7211,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7637,0.2279,0.0084,0.0,4.4,0.593,34.1,1.325,0.584,LOW,0.151,0.819,0.326,GARAGE,1.146,MEDITERRANEAN_COASTAL,2021-05-25,,SYNTHETIC,1.2.0,42,1.2.0,
UP004103,MC004103,C002884,WS0009,COMMUTER,7033,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7586,0.2309,0.0105,0.0,6.17,0.813,23.9,1.271,0.538,LOW,0.213,0.649,0.356,STREET,1.023,HUMID_RAINY,2022-03-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP004104,MC004104,C002885,WS0008,WEEKEND,7975,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7645,0.2255,0.01,0.0,5.76,0.782,29.4,1.296,0.554,MEDIUM,0.133,0.735,0.384,STREET,0.931,SEMI_ARID_HOT,2022-02-25,,SYNTHETIC,1.2.0,42,1.2.0,
UP004105,MC004105,C002885,WS0008,COMMUTER,15463,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7514,0.2386,0.01,0.0,5.36,0.717,59.2,1.188,0.51,HIGH,0.174,0.763,0.353,GARAGE,0.961,SEMI_ARID_HOT,2022-05-21,,SYNTHETIC,1.2.0,42,1.2.0,
UP004106,MC004106,C002886,WS0003,WEEKEND,6905,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7633,0.2265,0.0102,0.0,5.56,0.757,25.0,1.217,0.509,LOW,0.125,0.867,0.459,STREET,0.902,MEDITERRANEAN_COASTAL,2022-12-22,2024-09-23,SYNTHETIC,1.2.0,42,1.2.0,
UP004107,MC004107,C002887,WS0009,WEEKEND,5101,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4428,0.5134,0.0209,0.0229,2.21,0.275,55.8,0.289,2.104,LOW,0.363,0.487,0.739,STREET,0.966,HUMID_RAINY,2025-04-10,,SYNTHETIC,1.2.0,42,1.2.0,
UP004108,MC004108,C002888,WS0002,COMMUTER,9255,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7545,0.2359,0.0096,0.0,6.57,0.869,30.9,1.173,0.512,MEDIUM,0.204,0.553,0.381,GARAGE,1.055,CONTINENTAL_DRY,2022-12-08,,SYNTHETIC,1.2.0,42,1.2.0,
UP004109,MC004109,C002888,WS0002,COMMUTER,11778,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7595,0.2304,0.0101,0.0,4.86,0.653,52.8,1.228,0.549,MEDIUM,0.16,0.565,0.309,GARAGE,0.937,CONTINENTAL_DRY,2022-12-24,,SYNTHETIC,1.2.0,42,1.2.0,
UP004110,MC004110,C002889,WS0005,COMMUTER,3310,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4596,0.5101,0.0214,0.0089,2.77,0.322,33.1,0.636,1.644,LOW,0.521,0.466,0.769,COVERED_PARKING,0.936,MEDITERRANEAN_HOT,2023-11-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP004111,MC004111,C002890,WS0009,COMMUTER,6642,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4856,0.4727,0.0209,0.0208,1.85,0.228,84.1,0.303,2.261,LOW,0.385,0.502,0.735,STREET,0.937,HUMID_RAINY,2021-02-13,,SYNTHETIC,1.2.0,42,1.2.0,
UP004112,MC004112,C002891,WS0006,COMMUTER,7250,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4663,0.4873,0.0237,0.0227,1.34,0.167,158.7,0.311,2.215,LOW,0.351,0.445,0.728,STREET,0.969,CONTINENTAL_DRY,2022-06-19,2025-10-28,SYNTHETIC,1.2.0,42,1.2.0,
UP004113,MC004113,C002891,WS0006,COURIER,4613,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.1558,0.2016,0.0116,0.631,0.77,0.098,156.5,0.235,2.504,LOW,0.304,0.405,0.783,STREET,1.168,CONTINENTAL_DRY,2022-06-22,2025-10-28,SYNTHETIC,1.2.0,42,1.2.0,
UP004114,MC004114,C002892,WS0010,COURIER,19870,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9425,0.052,0.0055,0.0,6.77,0.911,68.2,1.131,0.875,HIGH,0.156,0.498,0.136,GARAGE,1.17,CONTINENTAL_COOL,2024-09-30,,SYNTHETIC,1.2.0,42,1.2.0,
UP004115,MC004115,C002892,WS0010,COMMUTER,28264,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9448,0.0502,0.005,0.0,6.11,0.809,107.9,1.163,0.916,HIGH,0.199,0.462,0.157,COVERED_PARKING,1.075,CONTINENTAL_COOL,2025-01-03,,SYNTHETIC,1.2.0,42,1.2.0,
UP004116,MC004116,C002893,WS0002,COMMUTER,26203,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9391,0.0562,0.0047,0.0,6.02,0.812,94.7,1.033,0.858,HIGH,0.15,0.585,0.211,GARAGE,0.94,CONTINENTAL_DRY,2025-04-14,,SYNTHETIC,1.2.0,42,1.2.0,
UP004117,MC004117,C002893,WS0002,WEEKEND,9256,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7716,0.219,0.0094,0.0,4.86,0.646,39.8,1.231,0.583,MEDIUM,0.19,0.565,0.397,GARAGE,0.976,CONTINENTAL_DRY,2025-04-12,,SYNTHETIC,1.2.0,42,1.2.0,
UP004118,MC004118,C002894,WS0008,COMMUTER,10217,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4706,0.4894,0.0204,0.0196,2.12,0.267,140.6,0.311,2.316,MEDIUM,0.331,0.567,0.711,COVERED_PARKING,1.004,SEMI_ARID_HOT,2022-08-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP004119,MC004119,C002895,WS0010,COMMUTER,10534,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.761,0.2268,0.0122,0.0,5.32,0.697,45.6,1.308,0.575,MEDIUM,0.227,0.512,0.352,GARAGE,0.976,CONTINENTAL_COOL,2021-06-14,2022-11-01,SYNTHETIC,1.2.0,42,1.2.0,
UP004120,MC004120,C002896,WS0005,WEEKEND,11883,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2565,0.7255,0.018,0.0,4.63,0.59,53.8,0.757,1.346,MEDIUM,0.298,0.811,0.595,COVERED_PARKING,0.89,MEDITERRANEAN_HOT,2021-02-07,,SYNTHETIC,1.2.0,42,1.2.0,
UP004121,MC004121,C002896,WS0005,COMMUTER,14531,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7694,0.2219,0.0087,0.0,6.23,0.83,48.2,1.174,0.592,HIGH,0.183,0.921,0.401,STREET,0.944,MEDITERRANEAN_HOT,2021-03-11,,SYNTHETIC,1.2.0,42,1.2.0,
UP004122,MC004122,C002897,WS0001,COMMUTER,5324,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4502,0.5098,0.0206,0.0194,2.87,0.362,41.6,0.302,2.313,LOW,0.328,0.518,0.751,STREET,0.929,TEMPERATE_HUMID,2021-07-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP004123,MC004123,C002898,WS0003,SEASONAL,7532,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7904,0.2001,0.0095,0.0,6.42,0.876,26.9,1.209,0.588,LOW,0.12,0.896,0.416,COVERED_PARKING,0.935,MEDITERRANEAN_COASTAL,2023-10-19,2024-09-02,SYNTHETIC,1.2.0,42,1.2.0,
UP004124,MC004124,C002899,WS0008,COMMUTER,8857,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7474,0.2433,0.0093,0.0,4.19,0.557,46.2,1.323,0.561,MEDIUM,0.189,0.711,0.304,GARAGE,1.058,SEMI_ARID_HOT,2024-11-01,,SYNTHETIC,1.2.0,42,1.2.0,
UP004125,MC004125,C002899,WS0008,COMMUTER,16707,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7514,0.2381,0.0105,0.0,4.99,0.66,80.0,1.164,0.591,HIGH,0.201,0.736,0.383,STREET,1.063,SEMI_ARID_HOT,2025-01-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP004126,MC004126,C002900,WS0003,COMMUTER,12242,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7768,0.2141,0.0091,0.0,4.84,0.655,56.8,1.254,0.585,MEDIUM,0.14,0.888,0.429,GARAGE,1.079,MEDITERRANEAN_COASTAL,2024-09-30,,SYNTHETIC,1.2.0,42,1.2.0,
UP004127,MC004127,C002901,WS0003,COMMUTER,15995,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7664,0.2235,0.0101,0.0,5.34,0.709,62.6,1.299,0.579,HIGH,0.194,0.808,0.405,STREET,1.064,MEDITERRANEAN_COASTAL,2022-03-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP004128,MC004128,C002902,WS0001,OFFROAD,9067,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7812,0.2084,0.0104,0.0,5.17,0.694,35.5,1.25,0.543,MEDIUM,0.164,0.751,0.423,GARAGE,1.176,TEMPERATE_HUMID,2021-04-01,2024-02-11,SYNTHETIC,1.2.0,42,1.2.0,
UP004129,MC004129,C002903,WS0008,COMMUTER,16922,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2388,0.7412,0.02,0.0,2.79,0.353,141.8,0.691,1.447,HIGH,0.315,0.644,0.48,GARAGE,0.975,SEMI_ARID_HOT,2024-09-25,,SYNTHETIC,1.2.0,42,1.2.0,
UP004130,MC004130,C002903,WS0008,COMMUTER,11846,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7608,0.2308,0.0084,0.0,4.54,0.605,58.4,1.188,0.566,MEDIUM,0.184,0.805,0.336,COVERED_PARKING,1.034,SEMI_ARID_HOT,2024-11-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP004131,MC004131,C002904,WS0001,COMMUTER,18476,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9385,0.0568,0.0047,0.0,5.82,0.784,65.7,1.15,0.927,HIGH,0.154,0.749,0.183,STREET,0.957,TEMPERATE_HUMID,2021-06-04,,SYNTHETIC,1.2.0,42,1.2.0,
UP004132,MC004132,C002905,WS0007,COMMUTER,15093,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7744,0.2157,0.0099,0.0,5.89,0.809,59.9,1.256,0.529,HIGH,0.102,0.932,0.363,COVERED_PARKING,1.057,MEDITERRANEAN_HOT,2024-03-22,2025-04-04,SYNTHETIC,1.2.0,42,1.2.0,
UP004133,MC004133,C002906,WS0004,SEASONAL,6747,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2362,0.7433,0.0205,0.0,3.95,0.509,44.7,0.68,1.426,LOW,0.273,0.589,0.54,COVERED_PARKING,0.937,TEMPERATE_HUMID,2025-10-16,,SYNTHETIC,1.2.0,42,1.2.0,
UP004134,MC004134,C002907,WS0010,COURIER,16174,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7765,0.2122,0.0113,0.0,5.48,0.716,63.5,1.244,0.51,HIGH,0.234,0.444,0.349,STREET,1.153,CONTINENTAL_COOL,2022-01-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP004135,MC004135,C002908,WS0001,TOURING,6840,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5123,0.4472,0.0187,0.0218,1.77,0.222,82.5,0.31,2.301,LOW,0.337,0.501,0.703,STREET,1.027,TEMPERATE_HUMID,2021-09-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP004136,MC004136,C002909,WS0002,SEASONAL,8966,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7608,0.2284,0.0108,0.0,5.35,0.721,36.8,1.254,0.537,MEDIUM,0.153,0.568,0.409,GARAGE,0.999,CONTINENTAL_DRY,2024-08-16,,SYNTHETIC,1.2.0,42,1.2.0,
UP004137,MC004137,C002909,WS0002,COMMUTER,5820,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7709,0.2208,0.0083,0.0,5.36,0.707,24.8,1.223,0.558,LOW,0.211,0.514,0.377,INDOOR,1.045,CONTINENTAL_DRY,2024-08-29,,SYNTHETIC,1.2.0,42,1.2.0,
UP004138,MC004138,C002910,WS0001,WEEKEND,9961,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7934,0.198,0.0086,0.0,3.95,0.522,54.0,1.33,0.524,MEDIUM,0.203,0.7,0.414,GARAGE,0.94,TEMPERATE_HUMID,2022-07-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP004139,MC004139,C002911,WS0003,WEEKEND,6044,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7301,0.2596,0.0103,0.0,4.82,0.639,43.7,1.165,0.52,LOW,0.197,0.815,0.419,GARAGE,0.909,MEDITERRANEAN_COASTAL,2026-06-11,,SYNTHETIC,1.2.0,42,1.2.0,
UP004140,MC004140,C002911,WS0003,COMMUTER,1200,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.499,0.4716,0.0195,0.0099,2.15,0.252,52.2,0.627,1.629,LOW,0.509,0.471,0.737,COVERED_PARKING,1.069,MEDITERRANEAN_COASTAL,2026-07-17,,SYNTHETIC,1.2.0,42,1.2.0,
UP004141,MC004141,C002912,WS0005,TOURING,4205,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.1637,0.1887,0.0109,0.6367,0.78,0.099,176.7,0.233,2.412,LOW,0.306,0.604,0.772,COVERED_PARKING,1.061,MEDITERRANEAN_HOT,2023-12-14,,SYNTHETIC,1.2.0,42,1.2.0,
UP004142,MC004142,C002913,WS0008,COMMUTER,7815,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4381,0.522,0.0185,0.0214,1.61,0.205,137.7,0.312,2.083,MEDIUM,0.305,0.566,0.628,STREET,1.06,SEMI_ARID_HOT,2022-11-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP004143,MC004143,C002914,WS0009,COMMUTER,9061,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7498,0.2396,0.0106,0.0,5.61,0.731,36.3,1.183,0.541,MEDIUM,0.241,0.572,0.384,GARAGE,0.957,HUMID_RAINY,2021-06-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP004144,MC004144,C002915,WS0005,COURIER,14396,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7639,0.2244,0.0117,0.0,3.82,0.513,79.0,1.307,0.512,HIGH,0.161,0.911,0.328,GARAGE,1.186,MEDITERRANEAN_HOT,2023-04-24,,SYNTHETIC,1.2.0,42,1.2.0,
UP004145,MC004145,C002915,WS0005,COMMUTER,10219,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7364,0.2535,0.0101,0.0,4.96,0.657,45.8,1.247,0.593,MEDIUM,0.197,0.873,0.403,COVERED_PARKING,1.054,MEDITERRANEAN_HOT,2023-06-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP004146,MC004146,C002916,WS0001,WEEKEND,4539,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5128,0.4472,0.0199,0.0201,0.74,0.094,190.3,0.28,2.092,LOW,0.321,0.524,0.683,COVERED_PARKING,0.891,TEMPERATE_HUMID,2022-11-04,,SYNTHETIC,1.2.0,42,1.2.0,
UP004147,MC004147,C002917,WS0004,WEEKEND,8220,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.275,0.7007,0.0243,0.0,4.88,0.636,37.4,0.705,1.513,MEDIUM,0.24,0.606,0.527,GARAGE,0.937,TEMPERATE_HUMID,2022-03-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP004148,MC004148,C002918,WS0007,COMMUTER,11573,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7582,0.2318,0.01,0.0,5.82,0.773,42.5,1.293,0.525,MEDIUM,0.191,0.845,0.413,COVERED_PARKING,1.005,MEDITERRANEAN_HOT,2022-04-05,,SYNTHETIC,1.2.0,42,1.2.0,
UP004149,MC004149,C002919,WS0009,COMMUTER,17312,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9316,0.0622,0.0062,0.0,5.5,0.739,66.7,1.058,0.939,HIGH,0.162,0.683,0.205,GARAGE,1.008,HUMID_RAINY,2023-11-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP004150,MC004150,C002919,WS0009,COMMUTER,10536,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7561,0.2338,0.0101,0.0,5.7,0.744,39.7,1.184,0.544,MEDIUM,0.238,0.648,0.332,COVERED_PARKING,0.975,HUMID_RAINY,2023-12-07,,SYNTHETIC,1.2.0,42,1.2.0,
UP004151,MC004151,C002920,WS0009,WEEKEND,5476,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7669,0.2232,0.0099,0.0,6.38,0.833,18.7,1.218,0.566,LOW,0.236,0.659,0.374,COVERED_PARKING,0.938,HUMID_RAINY,2022-06-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP004152,MC004152,C002921,WS0008,SEASONAL,24466,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9415,0.053,0.0055,0.0,6.19,0.839,82.6,1.037,0.891,HIGH,0.137,0.786,0.156,COVERED_PARKING,0.875,SEMI_ARID_HOT,2022-09-10,,SYNTHETIC,1.2.0,42,1.2.0,
UP004153,MC004153,C002921,WS0008,COURIER,6151,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4498,0.5109,0.0207,0.0186,1.87,0.233,76.4,0.32,2.041,LOW,0.356,0.591,0.686,STREET,1.133,SEMI_ARID_HOT,2022-11-04,,SYNTHETIC,1.2.0,42,1.2.0,
UP004154,MC004154,C002921,WS0008,COURIER,7983,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7684,0.2226,0.009,0.0,6.14,0.818,27.1,1.263,0.56,MEDIUM,0.183,0.8,0.395,GARAGE,1.171,SEMI_ARID_HOT,2022-08-21,,SYNTHETIC,1.2.0,42,1.2.0,
UP004155,MC004155,C002922,WS0007,WEEKEND,8643,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7671,0.2233,0.0096,0.0,4.31,0.585,42.1,1.331,0.506,MEDIUM,0.134,0.911,0.449,GARAGE,0.903,MEDITERRANEAN_HOT,2024-12-14,,SYNTHETIC,1.2.0,42,1.2.0,
UP004156,MC004156,C002923,WS0005,COMMUTER,8078,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7285,0.2606,0.0109,0.0,5.0,0.663,33.5,1.243,0.54,MEDIUM,0.198,0.92,0.339,GARAGE,0.927,MEDITERRANEAN_HOT,2022-04-18,,SYNTHETIC,1.2.0,42,1.2.0,
UP004157,MC004157,C002923,WS0005,COMMUTER,32318,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9327,0.062,0.0053,0.0,6.17,0.861,102.7,1.131,0.873,HIGH,0.057,0.866,0.15,STREET,0.936,MEDITERRANEAN_HOT,2022-07-06,,SYNTHETIC,1.2.0,42,1.2.0,
UP004158,MC004158,C002924,WS0010,COMMUTER,5227,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7835,0.2069,0.0096,0.0,4.57,0.595,26.2,1.151,0.52,LOW,0.246,0.47,0.455,STREET,0.969,CONTINENTAL_COOL,2025-02-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP004159,MC004159,C002924,WS0010,COMMUTER,7487,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4509,0.5061,0.0218,0.0212,1.97,0.247,86.6,0.308,2.036,LOW,0.346,0.374,0.726,COVERED_PARKING,1.052,CONTINENTAL_COOL,2025-03-02,,SYNTHETIC,1.2.0,42,1.2.0,
