service_id,subtotal_before_discount,discount_rate,tax_rate,pricing_currency,cost_calculation_basis,cost_rule_version,workshop_id,customer_id,motorcycle_id,appointment_id,service_type_code,primary_trigger_task,trigger_due_km,trigger_due_date,service_delay_days,arrival_mode,received_at,odometer_km,mileage_source,mileage_quality_flag,is_mileage_estimated,status,estimated_delivery_at,completed_at,delivered_at,customer_complaint,technician_notes,labor_minutes_pre_task,labor_total,parts_total,discount_total,tax_total,grand_total,is_breakdown,is_warranty,capture_origin,data_origin,generator_version,random_seed,scenario_id,maintenance_overdue_days_pre_service,maintenance_overdue_km_pre_service,overdue_maintenance_days_at_failure,overdue_maintenance_km_at_failure,previous_failure_count,failure_hazard_score,primary_fault_component,failure_severity
SVC019425,2280.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003363,MC004756,APT011207,PERIODIC,ENGINE_OIL_CHANGE,35120.1,2026-08-16,20.0,APPOINTMENT,2025-10-27 16:37:00,35870,MANUAL,VALID,0,DELIVERED,2025-10-27 16:37:00,2025-10-27 14:30:00,2025-10-28 13:38:00,Periyodik bakım zamanı geldi.,,138,1700.0,580.0,0.0,456.0,2736.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,2.0,179.79999999999927,,,0,0.0336324,,
SVC019426,2850.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003363,MC004756,APT011208,PERIODIC,ENGINE_OIL_CHANGE,40403.8,2027-01-07,7.0,APPOINTMENT,2026-03-25 16:08:00,40777,CUSTOMER_REPORTED,VALID,0,DELIVERED,2026-03-25 16:08:00,2026-03-25 17:35:00,2026-03-25 15:53:00,Kilometre bakımı için servise getirildi.,,190,2490.0,360.0,0.0,570.0,3420.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,20.0,749.9000000000015,,,0,0.037219,,
SVC019427,3535.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003363,MC004756,APT011209,PERIODIC,ENGINE_OIL_CHANGE,43027.3,2027-03-25,7.0,APPOINTMENT,2026-05-28 16:29:00,43432,MANUAL,VALID,0,DELIVERED,2026-05-28 16:29:00,2026-05-28 11:16:00,2026-05-28 11:31:00,Periyodik bakım zamanı geldi.,,93,2130.0,1405.0,0.0,707.0,4242.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,7.0,373.1999999999971,,,0,0.0363745,,
SVC019428,3790.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003363,MC004756,APT011210,PERIODIC,ENGINE_OIL_CHANGE,45681.7,2027-05-28,20.0,APPOINTMENT,2026-07-28 16:10:00,46662,MANUAL,VALID,0,DELIVERED,2026-07-28 16:10:00,2026-07-28 09:43:00,2026-07-28 12:50:00,Genel bakım ve kontroller talep edildi.,,130,2490.0,1300.0,0.0,758.0,4548.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,7.0,404.6999999999971,,,0,0.0370689,,
SVC019429,3150.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003364,MC004757,,PERIODIC,ENGINE_OIL_CHANGE,25996.5,2024-09-28,17.0,WALK_IN,2024-05-10 14:03:00,26376,MANUAL,VALID,0,DELIVERED,2024-05-10 14:03:00,2024-05-10 12:26:00,2024-05-10 09:31:00,Kilometre bakımı için servise getirildi.,,93,2000.0,1150.0,0.0,630.0,3780.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0187226,,
SVC019430,2930.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003364,MC004757,APT011211,PERIODIC,ENGINE_OIL_CHANGE,29375.7,2025-05-10,3.0,APPOINTMENT,2024-08-26 14:28:00,29528,MANUAL,VALID,0,DELIVERED,2024-08-26 14:28:00,2024-08-26 10:46:00,2024-08-26 09:14:00,Periyodik bakım zamanı geldi.,,131,1920.0,1010.0,0.0,586.0,3516.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,17.0,379.5,,,0,0.0229365,,
SVC019431,326.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C003365,MC004758,APT011212,PERIODIC,ENGINE_OIL_CHANGE,26191.7,2022-04-06,17.0,APPOINTMENT,2022-03-19 12:32:00,26523,MANUAL,VALID,0,DELIVERED,2022-03-19 12:32:00,2022-03-19 15:07:00,2022-03-19 09:36:00,Genel bakım ve kontroller talep edildi.,,205,250.0,76.0,0.0,58.68,384.68,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0275958,,
SVC019432,706.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C003365,MC004758,,PERIODIC,ENGINE_OIL_CHANGE,29523.2,2023-03-19,0.0,WALK_IN,2022-08-17 16:51:00,29524,MANUAL,VALID,0,DELIVERED,2022-08-17 16:51:00,2022-08-17 09:35:00,2022-08-17 11:32:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,113,450.0,256.0,0.0,127.08,833.08,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,17.0,331.2999999999993,,,0,0.0302738,,
SVC019433,860.0,0.03,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C003365,MC004758,APT011213,PERIODIC,ENGINE_OIL_CHANGE,32523.9,2023-08-17,23.0,APPOINTMENT,2023-02-20 12:26:00,32861,MANUAL,VALID,0,DELIVERED,2023-02-20 12:26:00,2023-02-20 15:59:00,2023-02-20 10:16:00,Genel bakım ve kontroller talep edildi.,,165,740.0,120.0,25.8,150.156,984.356,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.7999999999992724,,,0,0.0299471,,
SVC019434,1290.0,0.05,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003366,MC004760,,PERIODIC,ENGINE_OIL_CHANGE,62152.8,2023-07-04,15.0,WALK_IN,2023-03-02 18:15:00,62420,MANUAL,VALID,0,DELIVERED,2023-03-02 18:15:00,2023-03-02 18:05:00,2023-03-03 10:03:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,103,840.0,450.0,64.5,220.59,1446.09,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0642382,,
SVC019435,1660.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003366,MC004760,,PERIODIC,ENGINE_OIL_CHANGE,72512.4,2024-10-27,0.0,WALK_IN,2024-06-24 18:15:00,72546,MANUAL,VALID,0,DELIVERED,2024-06-24 18:15:00,2024-06-24 09:00:00,2024-06-25 09:16:00,Genel bakım ve kontroller talep edildi.,,113,1060.0,600.0,0.0,332.0,1992.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,15.0,267.1999999999971,,,0,0.0802169,,
SVC019436,1750.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003366,MC004760,APT011214,PERIODIC,ENGINE_OIL_CHANGE,77546.3,2025-06-24,10.0,APPOINTMENT,2025-02-24 12:49:00,77789,MANUAL,VALID,0,DELIVERED,2025-02-24 12:49:00,2025-02-24 09:07:00,2025-02-25 16:55:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,130,1200.0,550.0,87.5,332.5,1995.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,33.60000000000582,,,0,0.0729126,,
SVC019437,2615.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003366,MC004760,APT011215,PERIODIC,ENGINE_OIL_CHANGE,88052.4,2026-10-14,8.0,APPOINTMENT,2026-06-06 11:19:00,88202,MANUAL,VALID,0,DELIVERED,2026-06-06 11:19:00,2026-06-06 13:53:00,2026-06-06 15:22:00,Genel bakım ve kontroller talep edildi.,,65,1680.0,935.0,0.0,523.0,3138.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,10.0,242.6999999999971,,,0,0.0994602,,
SVC019438,1810.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003367,MC004761,APT011216,PERIODIC,ENGINE_OIL_CHANGE,25736.4,2026-07-20,15.0,APPOINTMENT,2025-11-29 18:00:00,26634,MANUAL,VALID,0,DELIVERED,2025-11-29 18:00:00,2025-11-29 09:08:00,2025-11-29 15:30:00,Genel bakım ve kontroller talep edildi.,,47,1310.0,500.0,0.0,362.0,2172.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.037311,,
SVC019439,4780.0,0.1,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0005,C003367,MC004761,APT011217,PERIODIC,ENGINE_OIL_CHANGE,31634.4,2026-11-29,5.0,APPOINTMENT,2026-04-29 15:18:00,31807,MANUAL,VALID,0,DELIVERED,2026-04-29 15:18:00,2026-04-29 15:26:00,2026-04-29 12:36:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,91,3080.0,1700.0,478.0,860.4000000000001,5162.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,15.0,897.5999999999985,,,0,0.0439376,,
SVC019440,1747.5,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0008,C003368,MC004763,APT011218,PERIODIC,ENGINE_OIL_CHANGE,58255.8,2027-01-07,10.0,APPOINTMENT,2026-05-13 12:35:00,58679,MANUAL,VALID,0,DELIVERED,2026-05-13 12:35:00,2026-05-13 10:38:00,2026-05-13 09:20:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,107,960.0,787.5,139.8,321.54,1929.24,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0610951,,
SVC019441,2048.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0008,C003368,MC004764,,PERIODIC,ENGINE_OIL_CHANGE,6072.9,2026-09-28,9.0,WALK_IN,2026-07-02 14:47:00,6409,MANUAL,VALID,0,DELIVERED,2026-07-02 14:47:00,2026-07-02 12:30:00,2026-07-02 15:55:00,Genel bakım ve kontroller talep edildi.,,117,1680.0,368.0,163.84,376.83200000000005,2260.992,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0259957,,
SVC019442,4143.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0008,C003368,MC004765,,BREAKDOWN,FAULT_EVENT,131014.7,2026-07-05,,WALK_IN,2026-03-18 15:28:00,131074,MANUAL,VALID,0,DELIVERED,2026-03-18 15:28:00,2026-03-18 12:27:00,2026-03-18 14:38:00,Periyodik bakım zamanı geldi.,,97,2850.0,1293.0,285.84,771.432,4628.592,1,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,0.0,0.0,0,0.0926423,ENGINE,HIGH
SVC019443,2058.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0008,C003368,MC004765,APT011219,PERIODIC,ENGINE_OIL_CHANGE,137074.3,2027-03-18,0.0,APPOINTMENT,2026-06-15 12:07:00,137157,MANUAL,VALID,0,DELIVERED,2026-06-16 12:07:00,2026-06-16 11:09:00,2026-06-16 17:05:00,Kilometre bakımı için servise getirildi.,,85,1690.0,368.0,164.64,378.672,2272.032,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,1.0,59.30000000000291,,,1,0.1035052,,
SVC019444,851.5,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0004,C003369,MC004766,APT011220,PERIODIC,ENGINE_OIL_CHANGE,10802.1,2023-04-02,11.0,APPOINTMENT,2022-10-17 12:30:00,11013,MANUAL,VALID,0,DELIVERED,2022-10-17 12:30:00,2022-10-17 11:05:00,2022-10-17 15:55:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,118,500.0,351.5,0.0,153.26999999999998,1004.77,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.021224,,
SVC019445,1910.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0004,C003369,MC004766,APT011221,PERIODIC,ENGINE_OIL_CHANGE,20505.7,2024-10-25,0.0,APPOINTMENT,2024-04-12 17:34:00,20512,CUSTOMER_REPORTED,VALID,0,DELIVERED,2024-04-12 17:34:00,2024-04-12 11:59:00,2024-04-12 13:23:00,Kilometre bakımı için servise getirildi.,,125,1670.0,240.0,0.0,382.0,2292.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,11.0,210.89999999999964,,,0,0.0290285,,
SVC019446,2995.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0004,C003369,MC004766,APT011222,PERIODIC,ENGINE_OIL_CHANGE,23511.6,2025-04-12,0.0,APPOINTMENT,2024-09-17 16:30:00,23524,MANUAL,VALID,0,DELIVERED,2024-09-17 16:30:00,2024-09-17 09:48:00,2024-09-19 16:05:00,Periyodik bakım zamanı geldi.,,114,1860.0,1135.0,0.0,599.0,3594.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,6.299999999999272,,,0,0.0255076,,
SVC019447,2042.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0004,C003369,MC004766,,PERIODIC,ENGINE_OIL_CHANGE,33006.1,2026-09-12,2.0,WALK_IN,2026-04-16 11:12:00,33048,MANUAL,VALID,0,DELIVERED,2026-04-16 11:12:00,2026-04-16 14:40:00,2026-04-16 13:28:00,Periyodik bakım zamanı geldi.,,61,1690.0,352.0,0.0,408.40000000000003,2450.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,12.400000000001455,,,0,0.0340185,,
SVC019448,390.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0004,C003369,MC004767,,PERIODIC,ENGINE_OIL_CHANGE,6882.3,2022-07-27,25.0,WALK_IN,2022-07-06 17:31:00,7428,MANUAL,VALID,0,DELIVERED,2022-07-06 17:31:00,2022-07-06 16:41:00,2022-07-06 16:09:00,Kilometre bakımı için servise getirildi.,,118,250.0,140.0,0.0,70.2,460.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0155641,,
SVC019449,1070.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0004,C003369,MC004767,APT011223,PERIODIC,ENGINE_OIL_CHANGE,12427.8,2023-07-06,23.0,APPOINTMENT,2023-04-20 09:44:00,12868,MANUAL,VALID,0,DELIVERED,2023-04-20 09:44:00,2023-04-20 15:53:00,2023-04-20 15:01:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,50,820.0,250.0,0.0,192.6,1262.6,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,25.0,545.6999999999998,,,0,0.0182329,,
SVC019450,1490.0,0.1,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0002,C003370,MC004768,,PERIODIC,ENGINE_OIL_CHANGE,13961.5,2026-08-04,32.0,WALK_IN,2026-06-15 15:47:00,15168,MANUAL,VALID,0,DELIVERED,2026-06-15 15:47:00,2026-06-15 11:30:00,2026-06-15 08:39:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,87,1170.0,320.0,149.0,268.2,1609.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0300105,,
SVC019451,316.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C003371,MC004770,,PERIODIC,ENGINE_OIL_CHANGE,9135.8,2022-06-07,1.0,WALK_IN,2021-12-02 09:21:00,9138,MANUAL,VALID,0,DELIVERED,2021-12-02 09:21:00,2021-12-02 15:41:00,2021-12-02 10:35:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,129,260.0,56.0,0.0,56.879999999999995,372.88,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0257966,,
SVC019452,240.0,0.9,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C003371,MC004770,,PERIODIC,GENERAL_SAFETY_INSPECTION,,,0.0,WALK_IN,2022-04-04 18:04:00,11669,CUSTOMER_REPORTED,VALID,0,DELIVERED,2022-04-06 18:04:00,2022-04-06 14:37:00,2022-04-06 13:49:00,Kullanıcı arıza kontrolü talep etti.,,100,240.0,0.0,216.0,4.32,28.32,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,1.0,2.2000000000007276,,,0,0.0318461,,
SVC019453,508.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C003371,MC004770,APT011224,PERIODIC,ENGINE_OIL_CHANGE,15417.3,2023-05-09,19.0,APPOINTMENT,2022-10-12 09:58:00,15904,MANUAL,VALID,0,DELIVERED,2022-10-12 09:58:00,2022-10-12 11:39:00,2022-10-12 13:27:00,Kilometre bakımı için servise getirildi.,,122,340.0,168.0,0.0,91.44,599.44,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,1.0,2.2000000000007276,,,0,0.0356222,,
SVC019454,1094.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C003371,MC004770,APT011225,PERIODIC,ENGINE_OIL_CHANGE,28413.2,2024-10-30,3.0,APPOINTMENT,2024-03-18 12:55:00,28457,CUSTOMER_REPORTED,VALID,0,DELIVERED,2024-03-18 12:55:00,2024-03-18 13:51:00,2024-03-18 16:22:00,Periyodik bakım zamanı geldi.,,35,700.0,394.0,0.0,218.8,1312.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,19.0,486.7000000000007,,,0,0.0459141,,
SVC019455,1568.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C003371,MC004770,,PERIODIC,ENGINE_OIL_CHANGE,38330.1,2026-01-04,9.0,WALK_IN,2025-05-09 14:17:00,38582,MANUAL,VALID,0,DELIVERED,2025-05-09 14:17:00,2025-05-09 10:48:00,2025-05-09 12:39:00,Kilometre bakımı için servise getirildi.,,135,1320.0,248.0,0.0,313.6,1881.6,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,3.0,43.79999999999927,,,0,0.0487455,,
SVC019456,6495.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C003371,MC004770,,PERIODIC,GENERAL_SAFETY_INSPECTION,,,0.0,WALK_IN,2026-04-11 10:44:00,46526,MANUAL,VALID,0,DELIVERED,2026-04-11 10:44:00,2026-04-11 11:01:00,2026-04-11 13:26:00,Son günlerde anormal ses ve titreşim fark edildi.,,152,2820.0,3675.0,0.0,1299.0,7794.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,9.0,251.90000000000146,,,0,0.0637473,,
SVC019457,390.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003372,MC004771,APT011226,PERIODIC,ENGINE_OIL_CHANGE,45169.7,2021-09-24,10.0,APPOINTMENT,2021-07-31 17:27:00,46167,MANUAL,VALID,0,DELIVERED,2021-07-31 17:27:00,2021-07-31 15:20:00,2021-07-31 15:31:00,Genel bakım ve kontroller talep edildi.,,126,210.0,180.0,0.0,70.2,460.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0308327,,
SVC019458,575.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003372,MC004771,APT011227,PERIODIC,ENGINE_OIL_CHANGE,51167.2,2022-07-31,33.0,APPOINTMENT,2022-04-22 13:47:00,52276,MANUAL,VALID,0,DELIVERED,2022-04-22 13:47:00,2022-04-22 11:11:00,2022-04-22 14:57:00,Genel bakım ve kontroller talep edildi.,,84,290.0,285.0,0.0,103.5,678.5,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,10.0,997.3000000000029,,,0,0.0415629,,
SVC019459,1260.0,1.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003372,MC004771,APT011228,PERIODIC,ENGINE_OIL_CHANGE,57276.0,2023-04-22,19.0,APPOINTMENT,2022-11-24 17:03:00,58019,MANUAL,VALID,0,DELIVERED,2022-11-24 17:03:00,2022-11-24 13:59:00,2022-11-24 13:23:00,Genel bakım ve kontroller talep edildi.,,35,690.0,570.0,1260.0,0.0,0.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,33.0,1108.800000000003,,,0,0.046827,,
SVC019460,2053.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003372,MC004771,APT011229,PERIODIC,ENGINE_OIL_CHANGE,68881.7,2024-07-12,21.0,APPOINTMENT,2024-04-29 17:39:00,68994,MANUAL,VALID,0,DELIVERED,2024-04-29 17:39:00,2024-04-29 12:29:00,2024-04-29 16:01:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,89,1390.0,663.0,0.0,410.6,2463.6,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,19.0,743.0,,,0,0.0495801,,
SVC019461,2765.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C003372,MC004771,APT011230,PERIODIC,ENGINE_OIL_CHANGE,79756.5,2025-11-02,24.0,APPOINTMENT,2025-09-17 10:03:00,79994,MANUAL,VALID,0,DELIVERED,2025-09-17 10:03:00,2025-09-17 16:07:00,2025-09-17 13:41:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,90,1240.0,1525.0,0.0,553.0,3318.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,21.0,112.30000000000291,,,0,0.0540057,,
SVC019462,4160.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C003373,MC004772,,PERIODIC,GENERAL_SAFETY_INSPECTION,,,0.0,WALK_IN,2026-02-26 09:44:00,124425,MANUAL,VALID,0,DELIVERED,2026-02-26 09:44:00,2026-02-26 14:14:00,2026-02-26 12:00:00,Kullanıcı arıza kontrolü talep etti.,,71,1810.0,2350.0,0.0,832.0,4992.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0547916,,
SVC019463,2706.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C003373,MC004772,APT011231,PERIODIC,ENGINE_OIL_CHANGE,125418.4,2027-01-05,5.0,APPOINTMENT,2026-03-25 10:18:00,125612,MANUAL,VALID,0,DELIVERED,2026-03-25 10:18:00,2026-03-25 12:40:00,2026-03-27 11:06:00,Kilometre bakımı için servise getirildi.,,104,1850.0,856.0,0.0,541.2,3247.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0569918,,
SVC019464,1370.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0009,C003374,MC004773,APT011232,PERIODIC,GENERAL_SAFETY_INSPECTION,14996.5,2026-04-13,16.0,APPOINTMENT,2026-04-29 09:54:00,12562,MANUAL,VALID,0,DELIVERED,2026-04-29 09:54:00,2026-04-29 12:38:00,2026-04-29 16:02:00,Genel bakım ve kontroller talep edildi.,,40,1370.0,0.0,0.0,274.0,1644.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0212987,,
SVC019465,3365.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0002,C003375,MC004774,APT011233,PERIODIC,ENGINE_OIL_CHANGE,19777.6,2024-12-18,0.0,APPOINTMENT,2024-03-01 08:45:00,19856,MANUAL,VALID,0,DELIVERED,2024-03-01 08:45:00,2024-03-01 11:03:00,2024-03-01 13:50:00,Periyodik bakım zamanı geldi.,,98,1750.0,1615.0,0.0,673.0,4038.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0382647,,
SVC019466,1280.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0002,C003375,MC004774,,PERIODIC,ENGINE_OIL_CHANGE,27372.7,2025-04-08,2.0,WALK_IN,2024-05-30 13:47:00,27615,ESTIMATED,ESTIMATED,1,DELIVERED,2024-05-30 13:47:00,2024-05-30 15:30:00,2024-05-31 14:48:00,Kilometre bakımı için servise getirildi.,,142,1040.0,240.0,64.0,243.20000000000002,1459.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,78.40000000000146,,,0,0.0390284,,
