motorcycle_id,customer_id,workshop_id,model_id,brand,model_name,category,powertrain_type,production_year,production_year_basis,first_registration_date,ownership_start_date,initial_mileage_km,initial_mileage_basis,observation_start_date,observation_end_date,vin_synthetic,plate_synthetic,is_active,data_origin,generator_version,random_seed,model_assignment_basis,notes,brand_risk_residual,model_risk_residual,chronic_risk_tier,warranty_months,warranty_km_limit
MC005617,C003960,WS0004,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-11-23,2022-02-06,1748,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-02-18,,RBSYNCD517D0C3CEE,SYN-16-005617,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,NORMAL,24,50000
MC005618,C003960,WS0004,CFMOTO_450NK,CFMOTO,450NK,NAKED,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-06-10,2021-06-17,13630,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-01-04,,RBSYN8F657543BE9D,SYN-16-005618,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98988,1.00016,NORMAL,36,50000
MC005619,C003960,WS0004,KYMCO_DOWNTOWN250I,KYMCO,Downtown 250i,BIG_SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-04-29,2019-09-23,63970,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-01-18,,RBSYN147827EF9787,SYN-16-005619,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.01097,1.02862,LOW,30,40000
MC005620,C003961,WS0008,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-14,2021-05-15,1414,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-06-08,,RBSYN5A0510206629,SYN-27-005620,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005621,C003961,WS0008,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-24,2021-05-28,164,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-06-13,,RBSYN3AC8F257E3CE,SYN-27-005621,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005622,C003962,WS0008,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-16,2022-01-16,70,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-01-18,,RBSYN1CCC42D77703,SYN-27-005622,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,NORMAL,24,50000
MC005623,C003962,WS0008,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-11-15,2021-12-03,395,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-01-26,,RBSYN4FC62421EBC8,SYN-27-005623,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC005624,C003963,WS0005,BAJAJ_NS200,Bajaj,Pulsar NS200 UG2,NAKED,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-04-19,2021-06-01,19160,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-02-27,,RBSYN212187CBB76F,SYN-07-005624,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,0.9711,LOW,24,40000
MC005625,C003964,WS0010,KTM_390_DUKE,KTM,390 Duke,NAKED,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-02-20,2024-03-02,9040,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-01-28,2025-11-10,RBSYNEF900E75C99C,SYN-26-005625,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00712,0.97659,NORMAL,36,40000
MC005626,C003965,WS0008,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-05-14,2023-11-03,2660,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-11-16,,RBSYN36AC512963AF,SYN-27-005626,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC005627,C003966,WS0008,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-09-30,2020-06-25,12810,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-12-17,,RBSYN7BF8887DFE38,SYN-27-005627,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005628,C003967,WS0004,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2026,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2026-01-03,2026-01-31,28,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-02-03,,RBSYNFF50545D3268,SYN-16-005628,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC005629,C003968,WS0010,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-05-01,2022-03-31,8350,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-15,,RBSYN22B0390580AF,SYN-26-005629,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC005630,C003968,WS0010,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-04-11,2022-04-11,100,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-15,,RBSYN50E2604F078E,SYN-26-005630,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,NORMAL,24,50000
MC005631,C003968,WS0010,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-17,2022-02-25,1019,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-29,,RBSYN4F75011891FD,SYN-26-005631,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC005632,C003969,WS0009,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2025,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2025-02-18,2025-04-27,8140,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-12-12,,RBSYNE21E9C0D9F65,SYN-55-005632,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,NORMAL,36,40000
MC005633,C003970,WS0010,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-06-15,2020-07-31,11000,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-06-12,,RBSYN88D5CCFD2706,SYN-26-005633,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,NORMAL,36,40000
MC005634,C003971,WS0004,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-10-29,2021-03-09,39040,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-02-12,,RBSYN831644B9D71E,SYN-16-005634,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC005635,C003971,WS0004,BAJAJ_NS125,Bajaj,Pulsar NS125,NAKED,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-02-04,2024-02-23,600,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-04-09,,RBSYN98FED60D92CD,SYN-16-005635,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,1.02396,LOW,24,30000
MC005636,C003972,WS0007,HONDA_CB125F,Honda,CB125F,NAKED,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-03-15,2020-09-21,7090,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-06-15,,RBSYND64EAE69F6CD,SYN-01-005636,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.97829,NORMAL,24,30000
MC005637,C003973,WS0009,TVS_RAIDER125,TVS,Raider 125,NAKED,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-07-02,2022-11-04,3950,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-12-20,,RBSYN72854BA0CBBA,SYN-55-005637,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.01811,NORMAL,36,30000
MC005638,C003974,WS0001,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-10-22,2023-02-13,10350,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-10-02,,RBSYNCDC4B62F07BD,SYN-34-005638,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC005639,C003974,WS0001,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-09-16,2023-06-23,43970,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-11-14,,RBSYN1C2D481BA64C,SYN-34-005639,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,LOW,36,30000
MC005640,C003975,WS0008,BAJAJ_NS125,Bajaj,Pulsar NS125,NAKED,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-09-30,2024-03-03,10670,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-11-04,,RBSYN85771AE42279,SYN-27-005640,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,1.02396,NORMAL,24,30000
MC005641,C003975,WS0008,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-09-09,2023-11-27,41280,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-12-03,,RBSYNB57A4537A7D8,SYN-27-005641,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,LOW,36,40000
MC005642,C003976,WS0004,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-04-30,2020-12-08,88350,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-06-18,,RBSYNDC7BA7EF39DF,SYN-16-005642,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC005643,C003976,WS0004,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-04-16,2022-03-17,19350,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-09-14,,RBSYN371363E13723,SYN-16-005643,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,LOW,36,30000
MC005644,C003977,WS0003,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-12-18,2023-08-13,28420,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-10-01,2026-01-30,RBSYNBE80F892AFBE,SYN-35-005644,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC005645,C003977,WS0003,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-06-16,2023-08-26,1106,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-09-24,2026-01-30,RBSYN8C0F826FE7ED,SYN-35-005645,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC005646,C003978,WS0002,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-03-04,2021-06-30,4810,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-08-02,,RBSYN46A605BC2E34,SYN-06-005646,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005647,C003978,WS0002,CFMOTO_250NK,CFMOTO,250NK,NAKED,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-02-22,2021-01-29,27190,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-08-27,,RBSYN187BD428DA06,SYN-06-005647,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98988,1.00114,LOW,30,40000
MC005648,C003979,WS0010,YAMAHA_XSR125,Yamaha,XSR125,NAKED,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-12-11,2023-10-06,19500,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-09-26,,RBSYNDBAD9C03B233,SYN-26-005648,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,1.01119,NORMAL,30,50000
MC005649,C003980,WS0006,HONDA_FORZA250,Honda,Forza 250,BIG_SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-07-05,2024-05-03,5370,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-09-02,,RBSYN02F3937F88D4,SYN-42-005649,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0545,NORMAL,24,40000
MC005650,C003980,WS0006,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2017,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2017-02-04,2020-08-01,58630,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-08-03,,RBSYNF7AAE4736FC4,SYN-42-005650,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,ELEVATED,24,50000
MC005651,C003981,WS0001,MONDIAL_TURISMO50I,Mondial,Turismo 50i,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-11-18,2021-12-16,9330,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-09-27,,RBSYNA54B81E04F06,SYN-34-005651,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03336,NORMAL,30,30000
MC005652,C003982,WS0001,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-05-18,2020-12-31,26070,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-10-30,,RBSYN90F6B21997BB,SYN-34-005652,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005653,C003983,WS0001,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-12-12,2024-03-12,21680,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-02-04,,RBSYNE2B9244B3363,SYN-34-005653,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC005654,C003984,WS0003,KUBA_BLUEBERRY50,Kuba,Blueberry 50,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-05-21,2022-08-24,13960,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-12,,RBSYNBE71ED1C4B82,SYN-35-005654,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,1.04181,ELEVATED,24,40000
MC005655,C003984,WS0003,MONDIAL_50_UAG,Mondial,50 UAG,CUB,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-02-25,2023-03-05,90,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-06,,RBSYN6BA7B142B7D9,SYN-35-005655,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.05773,NORMAL,24,40000
MC005656,C003985,WS0008,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-07-22,2025-07-25,26560,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-08-01,,RBSYN7459846721AE,SYN-27-005656,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC005657,C003986,WS0003,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-02-28,2021-05-01,23060,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-02-06,,RBSYN70CBCEDE7EA2,SYN-35-005657,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC005658,C003986,WS0003,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-08-31,2021-06-22,167920,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-23,,RBSYNFA680E562D59,SYN-35-005658,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005659,C003986,WS0003,HONDA_ADV350,Honda,ADV350,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-11-17,2021-12-02,20240,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-03-28,,RBSYN28772D9D9698,SYN-35-005659,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.03946,NORMAL,30,50000
MC005660,C003986,WS0003,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-03-04,2022-04-09,582,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-14,,RBSYN374E1F711C16,SYN-35-005660,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,LOW,30,40000
MC005661,C003987,WS0009,CFMOTO_450NK,CFMOTO,450NK,NAKED,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-11,2021-04-08,1710,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-06-12,,RBSYN649736239697,SYN-55-005661,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98988,1.00016,NORMAL,36,50000
MC005662,C003987,WS0009,MONDIAL_50_UAG,Mondial,50 UAG,CUB,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-09-14,2020-11-26,18260,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-07-05,,RBSYN3EF6F59F8037,SYN-55-005662,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.05773,NORMAL,24,40000
MC005663,C003988,WS0007,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-12-03,2022-11-06,93760,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-06-20,,RBSYN3E865FD03707,SYN-01-005663,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,NORMAL,30,30000
MC005664,C003989,WS0010,CFMOTO_250NK,CFMOTO,250NK,NAKED,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-12,2022-04-06,540,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-28,,RBSYNCDA133B03EC6,SYN-26-005664,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98988,1.00114,NORMAL,30,40000
MC005665,C003990,WS0009,HONDA_SH125I,Honda,SH125i,SCOOTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-01-14,2021-08-31,58620,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-09-17,,RBSYN5E4F0E02C743,SYN-55-005665,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.96394,NORMAL,30,50000
MC005666,C003991,WS0009,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-08-26,2020-10-25,8340,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-02-18,,RBSYN0B0ED92D34EE,SYN-55-005666,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC005667,C003992,WS0007,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-10-17,2024-11-27,4920,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-02-19,,RBSYN8C4931D7B4A0,SYN-01-005667,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC005668,C003993,WS0007,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-06-21,2022-03-11,19470,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-10-01,,RBSYN9DE3381D0D65,SYN-01-005668,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,LOW,36,30000
MC005669,C003993,WS0007,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-01-28,2021-09-10,30340,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-11-22,,RBSYN17240E570EBA,SYN-01-005669,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005670,C003993,WS0007,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-09-18,2022-06-21,13300,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-11-16,,RBSYN61C8D40E8AE4,SYN-01-005670,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC005671,C003994,WS0004,HONDA_ADV350,Honda,ADV350,BIG_SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-10-29,2023-11-02,410,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-11-22,,RBSYNDDE945A6CA76,SYN-16-005671,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.03946,NORMAL,30,50000
