service_id,workshop_id,customer_id,motorcycle_id,appointment_id,service_type_code,primary_trigger_task,trigger_due_km,trigger_due_date,service_delay_days,arrival_mode,received_at,odometer_km,mileage_source,mileage_quality_flag,is_mileage_estimated,status,estimated_delivery_at,completed_at,delivered_at,customer_complaint,technician_notes,labor_minutes_pre_task,labor_total,parts_total,discount_total,tax_total,grand_total,is_breakdown,is_warranty,capture_origin,data_origin,generator_version,random_seed,scenario_id
SVC022368,WS0003,C003864,MC005476,,PERIODIC,ENGINE_OIL_CHANGE,28806.7,2025-01-26,14,WALK_IN,2024-03-25 11:59:00,29533,MANUAL,VALID,0,DELIVERED,2024-03-25 11:59:00,2024-03-25 09:57:00,2024-03-26 12:00:00,Genel bakım ve kontroller talep edildi.,,93,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022369,WS0003,C003864,MC005476,APT012951,PERIODIC,ENGINE_OIL_CHANGE,31783.5,2025-03-25,0,APPOINTMENT,2024-05-06 13:21:00,31784,MANUAL,VALID,0,DELIVERED,2024-05-06 13:21:00,2024-05-06 12:06:00,2024-05-06 14:24:00,Kilometre bakımı için servise getirildi.,,103,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022370,WS0003,C003864,MC005476,APT012952,PERIODIC,ENGINE_OIL_CHANGE,37263.4,2025-07-06,13,APPOINTMENT,2024-08-26 15:50:00,38431,MANUAL,VALID,0,DELIVERED,2024-08-26 15:50:00,2024-08-26 12:31:00,2024-08-26 18:15:00,Genel bakım ve kontroller talep edildi.,,67,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022371,WS0003,C003864,MC005476,,PERIODIC,ENGINE_OIL_CHANGE,59338.4,2026-08-11,7,WALK_IN,2025-09-26 17:18:00,59743,MANUAL,VALID,0,DELIVERED,2025-09-28 17:18:00,2025-09-29 14:32:00,2025-09-30 17:54:00,Kilometre bakımı için servise getirildi.,,141,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022372,WS0003,C003864,MC005476,APT012953,PERIODIC,ENGINE_OIL_CHANGE,67534.9,2027-01-09,7,APPOINTMENT,2026-03-05 09:48:00,67894,MANUAL,VALID,0,DELIVERED,2026-03-05 09:48:00,2026-03-05 17:13:00,2026-03-05 16:03:00,Periyodik bakım zamanı geldi.,,170,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022373,WS0003,C003866,MC005478,APT012954,PERIODIC,ENGINE_OIL_CHANGE,12196.8,2025-06-14,16,APPOINTMENT,2025-03-22 13:46:00,12382,ESTIMATED,ESTIMATED,1,DELIVERED,2025-03-22 13:46:00,2025-03-22 11:22:00,2025-03-22 16:54:00,Kilometre bakımı için servise getirildi.,,155,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022374,WS0003,C003866,MC005478,APT012955,PERIODIC,ENGINE_OIL_CHANGE,15382.2,2026-03-22,0,APPOINTMENT,2025-12-04 13:42:00,15387,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-12-04 13:42:00,2025-12-04 09:06:00,2025-12-06 10:55:00,Genel bakım ve kontroller talep edildi.,,84,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022375,WS0003,C003866,MC005479,APT012956,PERIODIC,ENGINE_OIL_CHANGE,38203.6,2023-06-18,1,APPOINTMENT,2023-01-10 13:00:00,38267,MANUAL,VALID,0,DELIVERED,2023-01-10 13:00:00,2023-01-10 10:02:00,2023-01-10 11:41:00,Kilometre bakımı için servise getirildi.,,84,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022376,WS0003,C003866,MC005479,APT012957,REPAIR,UNSCHEDULED_EVENT,,,0,APPOINTMENT,2024-08-26 14:42:00,54372,MANUAL,VALID,0,DELIVERED,2024-08-27 14:42:00,2024-08-27 15:11:00,2024-08-27 10:00:00,Kullanıcı arıza kontrolü talep etti.,,282,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022377,WS0003,C003866,MC005479,APT012958,PERIODIC,ENGINE_OIL_CHANGE,69497.8,2026-08-30,17,APPOINTMENT,2026-03-30 18:01:00,70066,MANUAL,VALID,0,DELIVERED,2026-03-30 18:01:00,2026-03-30 11:06:00,2026-03-30 12:56:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,136,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022378,WS0003,C003866,MC005480,,PERIODIC,ENGINE_OIL_CHANGE,24305.1,2026-01-10,17,WALK_IN,2026-01-27 17:17:00,24371,MANUAL,VALID,0,DELIVERED,2026-01-27 17:17:00,2026-01-27 17:52:00,2026-01-27 12:41:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,81,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022379,WS0005,C003867,MC005481,APT012959,PERIODIC,ENGINE_OIL_CHANGE,39501.3,2026-08-15,26,APPOINTMENT,2026-06-08 16:08:00,40428,MANUAL,VALID,0,DELIVERED,2026-06-08 16:08:00,2026-06-08 12:16:00,2026-06-09 13:50:00,Genel bakım ve kontroller talep edildi.,,78,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022380,WS0005,C003868,MC005482,,PERIODIC,ENGINE_OIL_CHANGE,30263.4,2022-04-21,13,WALK_IN,2022-05-04 17:06:00,30275,MANUAL,VALID,0,DELIVERED,2022-05-04 17:06:00,2022-05-04 15:11:00,2022-05-04 14:57:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,89,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022381,WS0005,C003868,MC005482,APT012960,PERIODIC,ENGINE_OIL_CHANGE,35275.3,2023-05-04,0,APPOINTMENT,2023-01-16 16:57:00,35362,MANUAL,VALID,0,DELIVERED,2023-01-16 16:57:00,2023-01-16 16:07:00,2023-01-16 17:37:00,Kilometre bakımı için servise getirildi.,,107,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022382,WS0005,C003868,MC005482,APT012961,PERIODIC,ENGINE_OIL_CHANGE,40361.8,2024-01-16,6,APPOINTMENT,2023-11-02 09:02:00,40384,MANUAL,VALID,0,DELIVERED,2023-11-02 09:02:00,2023-11-02 09:06:00,2023-11-02 18:03:00,Kilometre bakımı için servise getirildi.,,170,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022383,WS0005,C003868,MC005482,APT012962,PERIODIC,ENGINE_OIL_CHANGE,55770.1,2026-07-22,14,APPOINTMENT,2026-04-14 16:56:00,56074,MANUAL,VALID,0,DELIVERED,2026-04-14 16:56:00,2026-04-14 15:54:00,2026-04-14 16:42:00,Kilometre bakımı için servise getirildi.,,180,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022384,WS0007,C003870,MC005484,,PERIODIC,ENGINE_OIL_CHANGE,15556.1,2023-12-06,8,WALK_IN,2023-09-11 10:32:00,15685,MANUAL,VALID,0,DELIVERED,2023-09-11 10:32:00,2023-09-11 09:10:00,2023-09-11 15:18:00,Genel bakım ve kontroller talep edildi.,,109,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022385,WS0007,C003870,MC005484,,PERIODIC,ENGINE_OIL_CHANGE,20685.3,2024-09-11,0,WALK_IN,2024-07-02 17:21:00,20722,MANUAL,VALID,0,DELIVERED,2024-07-02 17:21:00,2024-07-02 14:26:00,2024-07-02 10:33:00,Periyodik bakım zamanı geldi.,,56,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022386,WS0006,C003871,MC005485,,PERIODIC,ENGINE_OIL_CHANGE,15188.7,2023-12-01,29,WALK_IN,2023-11-20 14:22:00,15746,ESTIMATED,ESTIMATED,1,DELIVERED,2023-11-20 14:22:00,2023-11-20 14:29:00,2023-11-20 09:19:00,Genel bakım ve kontroller talep edildi.,,67,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022387,WS0006,C003871,MC005485,,PERIODIC,ENGINE_OIL_CHANGE,20745.6,2024-11-20,12,WALK_IN,2024-09-13 12:01:00,21040,MANUAL,VALID,0,DELIVERED,2024-09-13 12:01:00,2024-09-13 15:35:00,2024-09-13 15:23:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,148,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022388,WS0006,C003871,MC005485,,PERIODIC,ENGINE_OIL_CHANGE,26040.5,2025-09-13,13,WALK_IN,2025-09-26 10:53:00,25541,MANUAL,VALID,0,DELIVERED,2025-09-27 10:53:00,2025-09-27 11:34:00,2025-09-29 09:17:00,Kilometre bakımı için servise getirildi.,,153,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022389,WS0003,C003872,MC005486,,PERIODIC,ENGINE_OIL_CHANGE,18137.9,2023-05-19,8,WALK_IN,2022-10-15 09:57:00,18664,MANUAL,VALID,0,DELIVERED,2022-10-15 09:57:00,2022-10-15 16:54:00,2022-10-15 17:18:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,181,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022390,WS0003,C003872,MC005486,APT012963,PERIODIC,ENGINE_OIL_CHANGE,27960.5,2023-12-21,29,APPOINTMENT,2023-03-24 11:38:00,29868,MANUAL,VALID,0,DELIVERED,2023-03-24 11:38:00,2023-03-24 17:36:00,2023-03-25 09:06:00,Periyodik bakım zamanı geldi.,,136,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022391,WS0003,C003872,MC005486,APT012964,PERIODIC,ENGINE_OIL_CHANGE,68378.1,2025-08-12,3,APPOINTMENT,2024-10-21 11:36:00,68644,MANUAL,VALID,0,DELIVERED,2024-10-21 11:36:00,2024-10-21 15:36:00,2024-10-21 13:53:00,Periyodik bakım zamanı geldi.,,122,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022392,WS0003,C003872,MC005486,,PERIODIC,ENGINE_OIL_CHANGE,78382.5,2026-01-06,1,WALK_IN,2025-03-17 11:08:00,78522,MANUAL,VALID,0,DELIVERED,2025-03-17 11:08:00,2025-03-17 13:53:00,2025-03-17 17:39:00,Genel bakım ve kontroller talep edildi.,,91,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022393,WS0003,C003872,MC005486,,PERIODIC,ENGINE_OIL_CHANGE,110448.9,2027-04-13,0,WALK_IN,2026-06-24 16:21:00,110526,MANUAL,VALID,0,DELIVERED,2026-06-24 16:21:00,2026-06-24 09:58:00,2026-06-24 10:59:00,Kilometre bakımı için servise getirildi.,,116,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022394,WS0001,C003873,MC005487,,PERIODIC,ENGINE_OIL_CHANGE,26605.0,2023-12-05,9,WALK_IN,2023-06-09 14:12:00,27471,ESTIMATED,ESTIMATED,1,DELIVERED,2023-06-12 14:12:00,2023-06-12 15:24:00,2023-06-12 12:45:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,110,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022395,WS0001,C003873,MC005487,,PERIODIC,ENGINE_OIL_CHANGE,35327.0,2024-08-07,2,WALK_IN,2023-10-04 17:27:00,35512,MANUAL,VALID,0,DELIVERED,2023-10-04 17:27:00,2023-10-04 14:04:00,2023-10-05 13:12:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,57,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022396,WS0001,C003873,MC005487,APT012965,PERIODIC,ENGINE_OIL_CHANGE,39261.6,2024-10-04,7,APPOINTMENT,2023-11-27 15:11:00,39989,MANUAL,VALID,0,DELIVERED,2023-11-27 15:11:00,2023-11-27 17:28:00,2023-11-27 12:21:00,Kilometre bakımı için servise getirildi.,,124,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022397,WS0001,C003873,MC005487,APT012966,PERIODIC,ENGINE_OIL_CHANGE,47500.7,2025-02-14,9,APPOINTMENT,2024-04-18 17:45:00,48154,MANUAL,VALID,0,DELIVERED,2024-04-18 17:45:00,2024-04-18 08:37:00,2024-04-18 12:58:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,101,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022398,WS0001,C003873,MC005488,,PERIODIC,ENGINE_OIL_CHANGE,22778.3,2023-10-21,41,WALK_IN,2023-10-03 16:21:00,24300,MANUAL,VALID,0,DELIVERED,2023-10-03 16:21:00,2023-10-03 16:25:00,2023-10-03 15:39:00,Periyodik bakım zamanı geldi.,,118,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022399,WS0001,C003873,MC005488,APT012967,PERIODIC,ENGINE_OIL_CHANGE,30299.9,2024-10-03,16,APPOINTMENT,2024-06-27 14:02:00,30639,MANUAL,VALID,0,DELIVERED,2024-06-27 14:02:00,2024-06-27 11:34:00,2024-06-27 17:22:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,102,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022400,WS0010,C003874,MC005490,APT012968,PERIODIC,ENGINE_OIL_CHANGE,16388.6,2022-06-07,27,APPOINTMENT,2021-11-02 12:28:00,17449,MANUAL,VALID,0,DELIVERED,2021-11-02 12:28:00,2021-11-02 10:01:00,2021-11-02 11:03:00,Kilometre bakımı için servise getirildi.,,80,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022401,WS0010,C003874,MC005490,APT012969,PERIODIC,ENGINE_OIL_CHANGE,28470.2,2023-05-13,10,APPOINTMENT,2022-10-01 12:46:00,28911,MANUAL,VALID,0,DELIVERED,2022-10-01 12:46:00,2022-10-01 16:49:00,2022-10-01 09:06:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,131,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022402,WS0010,C003874,MC005490,APT012970,PERIODIC,ENGINE_OIL_CHANGE,33911.0,2023-10-01,29,APPOINTMENT,2023-05-05 15:33:00,34896,MANUAL,VALID,0,DELIVERED,2023-05-05 15:33:00,2023-05-05 11:49:00,2023-05-05 17:28:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,68,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022403,WS0010,C003874,MC005490,APT012971,PERIODIC,ENGINE_OIL_CHANGE,45548.9,2024-10-12,16,APPOINTMENT,2024-05-06 10:26:00,46249,ESTIMATED,ESTIMATED,1,DELIVERED,2024-05-06 10:26:00,2024-05-06 13:57:00,2024-05-07 12:37:00,Kilometre bakımı için servise getirildi.,,109,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022404,WS0010,C003874,MC005490,APT012972,PERIODIC,ENGINE_OIL_CHANGE,51248.6,2025-05-06,6,APPOINTMENT,2024-10-01 12:18:00,51430,MANUAL,VALID,0,DELIVERED,2024-10-01 12:18:00,2024-10-01 17:03:00,2024-10-01 14:23:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,114,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022405,WS0010,C003874,MC005490,APT012973,PERIODIC,ENGINE_OIL_CHANGE,56429.9,2025-10-01,12,APPOINTMENT,2025-04-14 15:24:00,56999,MANUAL,VALID,0,DELIVERED,2025-04-14 15:24:00,2025-04-14 12:03:00,2025-04-15 10:14:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,43,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022406,WS0010,C003874,MC005490,APT012974,REPAIR,UNSCHEDULED_EVENT,,,0,APPOINTMENT,2025-07-08 14:09:00,60087,MANUAL,VALID,0,DELIVERED,2025-07-08 14:09:00,2025-07-08 16:25:00,2025-07-09 12:46:00,Kullanıcı arıza kontrolü talep etti.,,67,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022407,WS0008,C003876,MC005492,,PERIODIC,ENGINE_OIL_CHANGE,39229.0,2025-09-20,31,WALK_IN,2025-04-01 08:40:00,40772,MANUAL,VALID,0,DELIVERED,2025-04-01 08:40:00,2025-04-01 13:50:00,2025-04-01 15:50:00,Periyodik bakım zamanı geldi.,,95,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022408,WS0008,C003876,MC005492,APT012975,PERIODIC,ENGINE_OIL_CHANGE,46771.7,2026-04-01,4,APPOINTMENT,2025-08-05 09:29:00,46979,MANUAL,VALID,0,DELIVERED,2025-08-05 09:29:00,2025-08-05 08:02:00,2025-08-05 16:18:00,Periyodik bakım zamanı geldi.,,67,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022409,WS0008,C003876,MC005492,APT012976,PERIODIC,ENGINE_OIL_CHANGE,52979.4,2026-08-05,0,APPOINTMENT,2025-12-13 16:33:00,53002,MANUAL,VALID,0,DELIVERED,2025-12-13 16:33:00,2025-12-13 12:24:00,2025-12-15 15:15:00,Genel bakım ve kontroller talep edildi.,,106,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022410,WS0008,C003876,MC005492,APT012977,PERIODIC,ENGINE_OIL_CHANGE,59001.6,2026-12-13,8,APPOINTMENT,2026-05-11 17:09:00,59474,MANUAL,VALID,0,DELIVERED,2026-05-11 17:09:00,2026-05-11 10:44:00,2026-05-11 17:44:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,59,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022411,WS0008,C003876,MC005493,APT012978,PERIODIC,ENGINE_OIL_CHANGE,44347.4,2025-06-17,24,APPOINTMENT,2024-08-27 11:00:00,45534,MANUAL,VALID,0,DELIVERED,2024-08-27 11:00:00,2024-08-27 09:10:00,2024-08-27 15:56:00,Kilometre bakımı için servise getirildi.,,108,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022412,WS0008,C003876,MC005493,APT012979,PERIODIC,ENGINE_OIL_CHANGE,47783.9,2025-08-27,9,APPOINTMENT,2024-10-25 15:26:00,48274,MANUAL,VALID,0,DELIVERED,2024-10-25 15:26:00,2024-10-25 15:48:00,2024-10-25 08:57:00,Genel bakım ve kontroller talep edildi.,,101,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022413,WS0008,C003876,MC005493,,PERIODIC,ENGINE_OIL_CHANGE,53558.6,2026-01-03,6,WALK_IN,2025-03-10 17:45:00,53945,MANUAL,VALID,0,DELIVERED,2025-03-10 17:45:00,2025-03-10 13:12:00,2025-03-10 12:32:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,155,,,,,,0,1,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022414,WS0008,C003876,MC005493,APT012980,PERIODIC,ENGINE_OIL_CHANGE,58724.6,2026-05-07,0,APPOINTMENT,2025-06-21 17:12:00,58768,MANUAL,VALID,0,DELIVERED,2025-06-21 17:12:00,2025-06-21 12:28:00,2025-06-23 17:18:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,134,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022415,WS0008,C003876,MC005493,APT012981,PERIODIC,ENGINE_OIL_CHANGE,71788.9,2027-03-03,1,APPOINTMENT,2026-04-21 11:37:00,71956,MANUAL,VALID,0,DELIVERED,2026-04-21 11:37:00,2026-04-21 15:38:00,2026-04-21 17:20:00,Periyodik bakım zamanı geldi.,,108,,,,,,0,1,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022416,WS0007,C003877,MC005494,,PERIODIC,ENGINE_OIL_CHANGE,29179.7,2021-11-13,17,WALK_IN,2021-08-06 12:55:00,29861,MANUAL,VALID,0,DELIVERED,2021-08-06 12:55:00,2021-08-06 17:52:00,2021-08-07 16:37:00,Periyodik bakım zamanı geldi.,,69,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022417,WS0007,C003877,MC005494,,PERIODIC,ENGINE_OIL_CHANGE,34861.3,2022-08-06,15,WALK_IN,2022-02-09 15:02:00,35250,MANUAL,VALID,0,DELIVERED,2022-02-09 15:02:00,2022-02-09 12:32:00,2022-02-09 13:24:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,103,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022418,WS0007,C003877,MC005494,,PERIODIC,ENGINE_OIL_CHANGE,50953.5,2024-01-02,23,WALK_IN,2023-07-13 15:22:00,51695,MANUAL,VALID,0,DELIVERED,2023-07-13 15:22:00,2023-07-13 17:53:00,2023-07-13 14:53:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,104,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022419,WS0007,C003877,MC005494,,REPAIR,UNSCHEDULED_EVENT,,,0,WALK_IN,2023-09-01 14:06:00,53089,MANUAL,VALID,0,DELIVERED,2023-09-01 14:06:00,2023-09-01 09:11:00,2023-09-01 15:10:00,Son günlerde anormal ses ve titreşim fark edildi.,,180,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022420,WS0007,C003877,MC005494,,TIRE,UNSCHEDULED_EVENT,,,0,WALK_IN,2023-10-20 09:30:00,54569,MANUAL,VALID,0,DELIVERED,2023-10-20 09:30:00,2023-10-20 12:24:00,2023-10-20 15:52:00,Lastik kontrolü ve gerekirse değişim istendi.,,79,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022421,WS0007,C003877,MC005494,APT012982,PERIODIC,ENGINE_OIL_CHANGE,72706.0,2025-12-25,14,APPOINTMENT,2025-06-09 14:57:00,73182,MANUAL,VALID,0,DELIVERED,2025-06-09 14:57:00,2025-06-09 17:07:00,2025-06-09 15:30:00,Kilometre bakımı için servise getirildi.,,161,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022422,WS0007,C003877,MC005494,APT012983,PERIODIC,ENGINE_OIL_CHANGE,83251.8,2026-11-22,24,APPOINTMENT,2026-06-08 16:05:00,84165,MANUAL,VALID,0,DELIVERED,2026-06-08 16:05:00,2026-06-08 16:28:00,2026-06-08 09:26:00,Periyodik bakım zamanı geldi.,,65,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022423,WS0009,C003878,MC005495,,PERIODIC,ENGINE_OIL_CHANGE,28857.4,2022-11-15,23,WALK_IN,2022-04-30 15:05:00,29471,MANUAL,VALID,0,DELIVERED,2022-04-30 15:05:00,2022-04-30 17:07:00,2022-04-30 11:44:00,Kilometre bakımı için servise getirildi.,,127,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022424,WS0009,C003878,MC005495,APT012984,PERIODIC,ENGINE_OIL_CHANGE,32471.5,2023-04-30,34,APPOINTMENT,2022-08-18 16:01:00,33568,MANUAL,VALID,0,DELIVERED,2022-08-18 16:01:00,2022-08-18 16:25:00,2022-08-18 10:24:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,76,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022425,WS0009,C003878,MC005495,APT012985,PERIODIC,ENGINE_OIL_CHANGE,40280.0,2023-12-12,16,APPOINTMENT,2023-03-31 13:17:00,40792,MANUAL,VALID,0,DELIVERED,2023-03-31 13:17:00,2023-03-31 16:48:00,2023-03-31 10:31:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,75,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC022426,WS0009,C003878,MC005495,APT012986,PERIODIC,ENGINE_OIL_CHANGE,43792.2,2024-03-31,0,APPOINTMENT,2023-07-03 09:07:00,43805,MANUAL,VALID,0,DELIVERED,2023-07-03 09:07:00,2023-07-03 17:06:00,2023-07-04 16:36:00,Genel bakım ve kontroller talep edildi.,,80,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
